Feature,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Child,11.32174201,7.988731454,16.32736042,9.155097186,8.073372379,14.11137682,11.37038219,13.01212086,11.84513519,16.01119542,17.85622884,19.14595232,16.50454908,3.576490167,19.39090439,14.975679,21.90333969,3.927901846,12.67286856,7.47465533,3.413344388,3.39768126,5.296367714,11.85611351,5.84777254,13.58764865,19.88626396,6.988168288,5.803389048,11.87808603,12.75325239,12.26278228,24.92654306,4.050757387,1.29131056,11.16529246,9.985004678,2.451075694,2.842954401,10.32154158,22.06349207,7.212430375,29.43138052,10.06414692,5.557876075,9.423000982,11.53342056,3.940132157,9.498301517,65.01533853,8.782331319,4.030259122,5.418049949,9.864758998,4.094821534,6.737209697,9.363318391,8.421145576,11.64973758,1.320547421,11.46090907,7.944769201,14.85339233,5.804792005,8.875014229,6.628087282,16.63659554,3.49856982,7.875973414,10.86665034,18.42976077,7.066937783,11.2457971,3.222960099,5.132730033,12.26415462,12.9565016,2.431521545,7.304940958,6.403743659,10.21398856,3.407090564,2.469432193,11.42992776,16.33356287,7.504476123,6.023808793,13.808916,11.17195733,14.32600578,1.322930129,7.767493272,11.23834498,10.6428842,9.787373035,6.257997497,11.19149236,17.29693633,9.426588057,5.402860458
NotChild,65.67276052,71.26979896,124.4994712,67.24499431,68.61758666,67.78570449,68.96908181,138.2271717,77.68266306,76.33599873,92.38475489,103.1589471,89.28834845,32.49786742,86.12250172,87.28361273,245.087456,50.01907113,94.15125377,57.07008979,36.51297592,39.3481863,40.00765002,72.11726475,43.45085666,60.78817954,69.75814516,67.08989029,48.9689159,70.45299415,87.50306535,70.16202689,255.1565223,46.06652336,19.31177391,52.29058888,58.06864072,29.64284585,38.87472308,75.25388008,87.85360352,66.4115837,123.922694,64.85458063,61.3191987,74.61072812,215.9154855,46.12974285,81.56081224,228.5536359,82.56766844,74.67961354,48.91191795,65.54233165,87.58867123,83.14114321,70.03784528,90.47559639,63.38148275,19.51243141,88.44486284,69.15743806,94.64061488,52.77314284,78.39175276,91.11892506,86.73902287,43.33018755,84.21448524,89.60836333,46.24688964,63.36955477,55.74536646,53.4754474,71.47015702,70.22584264,78.84572656,30.52440717,68.84091691,63.51197948,92.52536056,48.40671171,28.90452113,99.10850555,100.6789678,72.25779644,98.11219215,89.08211761,69.28747062,92.21164236,19.46488254,225.5411274,57.92445112,71.93631438,87.66238424,125.075489,82.20648562,107.730045,90.62888659,36.41401414
