source,target
John Bowers,Robert Cowley
John Bowers,Abraham D. Shad
John Bowers,Peter Gardiner
John Bowers,Wm. Duncan
John Bowers,W. Miller
John Bowers,William Duncan
John Bowers,Willliam Whipper
John Bowers,Charles W. Gardiner
John Bowers,Samuel Todd
John Bowers,Morel
John Bowers,Duncan
John Bowers,Cowley
John Bowers,Jennings
John Bowers,S. S. Jocelyn
John Bowers,Arthur Tappan
John Bowers,Benjamin Lundy
John Bowers,William L. Garrison
John Bowers,Thomas Shipley
John Bowers,Charles Pierce
John Bowers,Jocelyn
John Bowers,Tappan
John Bowers,Garrison
John Bowers,New-Haven
John Bowers,Samuel E. Cornish
John Bowers,Hosea Reiston
John Bowers,Robert Roberts
John Bowers,James G. Barbadoes
John Bowers,Samuel Snowden
John Bowers,Peter Williams
John Bowers,Philip Bell
John Bowers,Thomas Downing
John Bowers,Peter Voglesang
John Bowers,Joseph Cassey
John Bowers,Robert Douglass
John Bowers,James Forten
John Bowers,Richard Howell
John Bowers,Robert Purvis
John Bowers,Thomas Green
John Bowers,James P. Walker
John Bowers,Samuel G. Mathews
John Bowers,Isaac Whipper
John Bowers,Samuel Hiner
John Bowers,Biars Stanley
John Bowers,John Creed
John Bowers,Alexander C. Luca
John Bowers,L. I. -- Jacob Deyes
John Bowers,Henry Thomson
John Bowers,Willis Jones
John Bowers,Peter Spencer
John Bowers,Jacob Morgan
John Bowers,William S. Thomas
John Bowers,Benjamin Latimore
John Bowers,Schuyler
John Bowers,Francis March
John Bowers,D. C. -- William Jackson
John Bowers,Arthur Waring
John Bowers,Isaac Carey
John Bowers,Charles Butler
John Bowers,Jared Grey
John Bowers,Carlisle
John Bowers,John Peck
John Bowers,Rowland G. Roberts
John Bowers,Dennis Berry
John Bowers,John B. Vashon
John Bowers,Lewis Gardiner
John Bowers,Abraham Lewis
John Bowers,N. J.
John Bowers,Peter Petitt
John Bowers,Charles Anderson
John Bowers,Adam Ray
John Bowers,Sampson Peters
John Bowers,Leonard Scott
John Bowers,Frederick A. Hinton
John Bowers,Joseph Casey
John Bowers,Charles H. Leveck
John Bowers,Thomas L. Jennings
John Bowers,Henry H. Mondy
John Bowers,Abner Cocker
John Bowers,George C. Willis
John Bowers,Alfred Niger
John Bowers,William Wormley
John Bowers,John W. Prout
John Bowers,James Wilkins
John Bowers,Scipio C. Augustus
John Bowers,Charles Hatfield
John Bowers,John Liverpool
John Bowers,John P. Thompson
John Bowers,Shipley
John Bowers,Lundy
John Bowers,Peirce
John Bowers,Long-Island
John Bowers,Lewis G. Wells
James Cornish,Junius C. Morel
James Cornish,Wm. Whipper
James Cornish,Wm. Miller
James Cornish,Henry Sipkins
James Cornish,L. Jennings
James Cornish,Wm. Hamilton
James Cornish,James Pennington
James Cornish,Abner Coker
James Cornish,Robert Cowley
James Cornish,Abraham D. Shad
James Cornish,Peter Gardiner
James Cornish,Wm. Duncan
James Cornish,W. Miller
James Cornish,William Duncan
James Cornish,Willliam Whipper
James Cornish,Charles W. Gardiner
James Cornish,Samuel Todd
James Cornish,Morel
James Cornish,Duncan
James Cornish,Cowley
James Cornish,Jennings
James Cornish,S. S. Jocelyn
James Cornish,Arthur Tappan
James Cornish,Benjamin Lundy
James Cornish,William L. Garrison
James Cornish,Thomas Shipley
James Cornish,Charles Pierce
James Cornish,Jocelyn
James Cornish,Tappan
James Cornish,Garrison
James Cornish,New-Haven
James Cornish,Samuel E. Cornish
James Cornish,Hosea Reiston
James Cornish,Robert Roberts
James Cornish,James G. Barbadoes
James Cornish,Samuel Snowden
James Cornish,Peter Williams
James Cornish,Philip Bell
James Cornish,Thomas Downing
James Cornish,Peter Voglesang
James Cornish,Joseph Cassey
James Cornish,Robert Douglass
James Cornish,James Forten
James Cornish,Richard Howell
James Cornish,Robert Purvis
James Cornish,Thomas Green
James Cornish,James P. Walker
James Cornish,Samuel G. Mathews
James Cornish,Isaac Whipper
James Cornish,Samuel Hiner
James Cornish,Biars Stanley
James Cornish,John Creed
James Cornish,Alexander C. Luca
James Cornish,L. I. -- Jacob Deyes
James Cornish,Henry Thomson
James Cornish,Willis Jones
James Cornish,Peter Spencer
James Cornish,Jacob Morgan
James Cornish,William S. Thomas
James Cornish,Benjamin Latimore
James Cornish,Schuyler
James Cornish,Francis March
James Cornish,D. C. -- William Jackson
James Cornish,Arthur Waring
James Cornish,Isaac Carey
James Cornish,Charles Butler
James Cornish,Jared Grey
James Cornish,Carlisle
James Cornish,John Peck
James Cornish,Rowland G. Roberts
James Cornish,Dennis Berry
James Cornish,John B. Vashon
James Cornish,Lewis Gardiner
James Cornish,Abraham Lewis
James Cornish,N. J.
James Cornish,Peter Petitt
James Cornish,Charles Anderson
James Cornish,Adam Ray
James Cornish,Sampson Peters
James Cornish,Leonard Scott
James Cornish,Frederick A. Hinton
James Cornish,Joseph Casey
James Cornish,Charles H. Leveck
James Cornish,Thomas L. Jennings
James Cornish,Henry H. Mondy
James Cornish,Abner Cocker
James Cornish,George C. Willis
James Cornish,Alfred Niger
James Cornish,William Wormley
James Cornish,John W. Prout
James Cornish,James Wilkins
James Cornish,Scipio C. Augustus
James Cornish,Charles Hatfield
James Cornish,John Liverpool
James Cornish,John P. Thompson
James Cornish,Shipley
James Cornish,Lundy
James Cornish,Peirce
James Cornish,Long-Island
James Cornish,Lewis G. Wells
Junius C. Morel,Wm. Whipper
Junius C. Morel,Wm. Miller
Junius C. Morel,Henry Sipkins
Junius C. Morel,L. Jennings
Junius C. Morel,Wm. Hamilton
Junius C. Morel,James Pennington
Junius C. Morel,Abner Coker
Junius C. Morel,Robert Cowley
Junius C. Morel,Abraham D. Shad
Junius C. Morel,Peter Gardiner
Junius C. Morel,Wm. Duncan
Junius C. Morel,W. Miller
Junius C. Morel,William Duncan
Junius C. Morel,Willliam Whipper
Junius C. Morel,Charles W. Gardiner
Junius C. Morel,Samuel Todd
Junius C. Morel,Morel
Junius C. Morel,Duncan
Junius C. Morel,Cowley
Junius C. Morel,Jennings
Junius C. Morel,S. S. Jocelyn
Junius C. Morel,Arthur Tappan
Junius C. Morel,Benjamin Lundy
Junius C. Morel,William L. Garrison
Junius C. Morel,Thomas Shipley
Junius C. Morel,Charles Pierce
Junius C. Morel,Jocelyn
Junius C. Morel,Tappan
Junius C. Morel,Garrison
Junius C. Morel,New-Haven
Junius C. Morel,Samuel E. Cornish
Junius C. Morel,Hosea Reiston
Junius C. Morel,Robert Roberts
Junius C. Morel,James G. Barbadoes
Junius C. Morel,Samuel Snowden
Junius C. Morel,Peter Williams
Junius C. Morel,Philip Bell
Junius C. Morel,Thomas Downing
Junius C. Morel,Peter Voglesang
Junius C. Morel,Joseph Cassey
Junius C. Morel,Robert Douglass
Junius C. Morel,James Forten
Junius C. Morel,Richard Howell
Junius C. Morel,Robert Purvis
Junius C. Morel,Thomas Green
Junius C. Morel,James P. Walker
Junius C. Morel,Samuel G. Mathews
Junius C. Morel,Isaac Whipper
Junius C. Morel,Samuel Hiner
Junius C. Morel,Biars Stanley
Junius C. Morel,John Creed
Junius C. Morel,Alexander C. Luca
Junius C. Morel,L. I. -- Jacob Deyes
Junius C. Morel,Henry Thomson
Junius C. Morel,Willis Jones
Junius C. Morel,Peter Spencer
Junius C. Morel,Jacob Morgan
Junius C. Morel,William S. Thomas
Junius C. Morel,Benjamin Latimore
Junius C. Morel,Schuyler
Junius C. Morel,Francis March
Junius C. Morel,D. C. -- William Jackson
Junius C. Morel,Arthur Waring
Junius C. Morel,Isaac Carey
Junius C. Morel,Charles Butler
Junius C. Morel,Jared Grey
Junius C. Morel,Carlisle
Junius C. Morel,John Peck
Junius C. Morel,Rowland G. Roberts
Junius C. Morel,Dennis Berry
Junius C. Morel,John B. Vashon
Junius C. Morel,Lewis Gardiner
Junius C. Morel,Abraham Lewis
Junius C. Morel,N. J.
Junius C. Morel,Peter Petitt
Junius C. Morel,Charles Anderson
Junius C. Morel,Adam Ray
Junius C. Morel,Sampson Peters
Junius C. Morel,Leonard Scott
Junius C. Morel,Frederick A. Hinton
Junius C. Morel,Joseph Casey
Junius C. Morel,Charles H. Leveck
Junius C. Morel,Thomas L. Jennings
Junius C. Morel,Henry H. Mondy
Junius C. Morel,Abner Cocker
Junius C. Morel,George C. Willis
Junius C. Morel,Alfred Niger
Junius C. Morel,William Wormley
Junius C. Morel,John W. Prout
Junius C. Morel,James Wilkins
Junius C. Morel,Scipio C. Augustus
Junius C. Morel,Charles Hatfield
Junius C. Morel,John Liverpool
Junius C. Morel,John P. Thompson
Junius C. Morel,Shipley
Junius C. Morel,Lundy
Junius C. Morel,Peirce
Junius C. Morel,Long-Island
Junius C. Morel,Lewis G. Wells
Wm. Whipper,Wm. Miller
Wm. Whipper,Henry Sipkins
Wm. Whipper,L. Jennings
Wm. Whipper,Wm. Hamilton
Wm. Whipper,James Pennington
Wm. Whipper,Abner Coker
Wm. Whipper,Robert Cowley
Wm. Whipper,Abraham D. Shad
Wm. Whipper,Peter Gardiner
Wm. Whipper,Wm. Duncan
Wm. Whipper,W. Miller
Wm. Whipper,William Duncan
Wm. Whipper,Willliam Whipper
Wm. Whipper,Charles W. Gardiner
Wm. Whipper,Samuel Todd
Wm. Whipper,Morel
Wm. Whipper,Duncan
Wm. Whipper,Cowley
Wm. Whipper,Jennings
Wm. Whipper,S. S. Jocelyn
Wm. Whipper,Arthur Tappan
Wm. Whipper,Benjamin Lundy
Wm. Whipper,William L. Garrison
Wm. Whipper,Thomas Shipley
Wm. Whipper,Charles Pierce
Wm. Whipper,Jocelyn
Wm. Whipper,Tappan
Wm. Whipper,Garrison
Wm. Whipper,New-Haven
Wm. Whipper,Samuel E. Cornish
Wm. Whipper,Hosea Reiston
Wm. Whipper,Robert Roberts
