name1,name2
J.H. Harris,Warren
J.H. Harris,Gates
J.H. Harris,Robeson
J.H. Harris,Pitt
J.H. Harris,Harnett
J.H. Harris,Franklin
J.H. Harris,Granville
J.H. Harris,Caswell
J.H. Harris,Johnson
J.H. Harris,Bertie
J.H. Harris,George A. Rue
J.H. Harris,Isaac Sweet
J.H. Harris,John R. Gove
J.H. Harris,Whittlesey
J.H. Harris,Clapp
J.H. Harris,Wm. H. Coleman
J.H. Harris,Coleman
J.H. Harris,Mr. J.H. Harris
J.H. Harris,Horace Greeley
J.H. Harris,Bass
J.H. Harris,Rock
J.H. Harris,Chase
J.H. Harris,Sumner
J.H. Harris,Stevens
J.H. Harris,Brooks
J.H. Harris,Sampson
J.H. Harris,Rue
J.P. Shooks,John Randolph
J.P. Shooks,W. Cawthorn
J.P. Shooks,J.R. Caswell
J.P. Shooks,Alex. Bass
J.P. Shooks,Eliphalet Whittlesey
J.P. Shooks,Holden
J.P. Shooks,Ruger
J.P. Shooks,J.A. Harris
J.P. Shooks,Greeley
J.P. Shooks,Jas
J.P. Shooks,Harris
J.P. Shooks,E.S.
J.P. Shooks,Alexander Bass
J.P. Shooks,Draven
J.P. Shooks,Edgecomb
J.P. Shooks,Wayne
J.P. Shooks,Warren
J.P. Shooks,Gates
J.P. Shooks,Robeson
J.P. Shooks,Pitt
J.P. Shooks,Harnett
J.P. Shooks,Franklin
J.P. Shooks,Granville
J.P. Shooks,Caswell
J.P. Shooks,Johnson
J.P. Shooks,Bertie
J.P. Shooks,George A. Rue
J.P. Shooks,Isaac Sweet
J.P. Shooks,John R. Gove
J.P. Shooks,Whittlesey
J.P. Shooks,Clapp
J.P. Shooks,Wm. H. Coleman
J.P. Shooks,Coleman
J.P. Shooks,Mr. J.H. Harris
J.P. Shooks,Horace Greeley
J.P. Shooks,Bass
J.P. Shooks,Rock
J.P. Shooks,Chase
J.P. Shooks,Sumner
J.P. Shooks,Stevens
J.P. Shooks,Brooks
J.P. Shooks,Sampson
J.P. Shooks,Rue
John Randolph,W. Cawthorn
John Randolph,J.R. Caswell
John Randolph,Alex. Bass
John Randolph,Eliphalet Whittlesey
