Person,Count,Year,Place,filename
J. T. Raymond,2,1840,NY,1840.NY-08.18.ALBA.2.txt
Frederick Olney,2,1840,NY,1840.NY-08.18.ALBA.2.txt
Charles Morton,1,1840,NY,1840.NY-08.18.ALBA.2.txt
Austin Steward,1,1840,NY,1840.NY-08.18.ALBA.2.txt
R. P. G. Wright,1,1840,NY,1840.NY-08.18.ALBA.2.txt
P. Johnson,1,1840,NY,1840.NY-08.18.ALBA.2.txt
H. H. Garnet,3,1840,NY,1840.NY-08.18.ALBA.2.txt
Troy,4,1840,NY,1840.NY-08.18.ALBA.2.txt
Wm. Topp,1,1840,NY,1840.NY-08.18.ALBA.2.txt
S. Wright,1,1840,NY,1840.NY-08.18.ALBA.2.txt
F. Olney,1,1840,NY,1840.NY-08.18.ALBA.2.txt
P. H. Reason,1,1840,NY,1840.NY-08.18.ALBA.2.txt
C. B. Ray,1,1840,NY,1840.NY-08.18.ALBA.2.txt
E. P. Rogers,1,1840,NY,1840.NY-08.18.ALBA.2.txt
Archer,1,1840,NY,1840.NY-08.18.ALBA.2.txt
C. Morton,1,1840,NY,1840.NY-08.18.ALBA.2.txt
J. Wencell,1,1840,NY,1840.NY-08.18.ALBA.2.txt
George Baltimore,2,1840,NY,1840.NY-08.18.ALBA.2.txt
A. H. Francis,1,1840,NY,1840.NY-08.18.ALBA.2.txt
E. P. Rodgers,1,1840,NY,1840.NY-08.18.ALBA.2.txt
Wm. P. Johnson,1,1840,NY,1840.NY-08.18.ALBA.2.txt
Ed,1,1840,NY,1840.NY-08.18.ALBA.2.txt
Charles B. Ray,4,1840,NY,1840.NY-08.18.ALBA.2.txt
Charles L. Reason,3,1840,NY,1840.NY-08.18.ALBA.2.txt
Eli N. Hall,2,1840,NY,1840.NY-08.18.ALBA.2.txt
James W. Duffin,4,1840,NY,1840.NY-08.18.ALBA.2.txt
Charles S. Morton,1,1840,NY,1840.NY-08.18.ALBA.2.txt
Elimus P. Rodgers,2,1840,NY,1840.NY-08.18.ALBA.2.txt
John Wendell,1,1840,NY,1840.NY-08.18.ALBA.2.txt
Armstrong Archer,1,1840,NY,1840.NY-08.18.ALBA.2.txt
Williamsburgh,1,1840,NY,1840.NY-08.18.ALBA.2.txt
Patrick H. Reason,3,1840,NY,1840.NY-08.18.ALBA.2.txt
Abner H. Francis,3,1840,NY,1840.NY-08.18.ALBA.2.txt
Buffalo,1,1840,NY,1840.NY-08.18.ALBA.2.txt
Henry H. Garnet,2,1840,NY,1840.NY-08.18.ALBA.2.txt
Alexander Crummell,5,1840,NY,1840.NY-08.18.ALBA.2.txt
J.W. Duffin,1,1840,NY,1840.NY-08.18.ALBA.2.txt
J.N. Marrs,1,1840,NY,1840.NY-08.18.ALBA.2.txt
Michael Dougee,1,1840,NY,1840.NY-08.18.ALBA.2.txt
Uriah Boston,2,1840,NY,1840.NY-08.18.ALBA.2.txt
Thomas James,1,1840,NY,1840.NY-08.18.ALBA.2.txt
John Chester,1,1840,NY,1840.NY-08.18.ALBA.2.txt
Henry R. Crummell,2,1840,NY,1840.NY-08.18.ALBA.2.txt
P.H. Reason,5,1840,NY,1840.NY-08.18.ALBA.2.txt
C.B. Ray,3,1840,NY,1840.NY-08.18.ALBA.2.txt
H.H. Garnet,3,1840,NY,1840.NY-08.18.ALBA.2.txt
E.P. Rogers,1,1840,NY,1840.NY-08.18.ALBA.2.txt
J. Sharp,2,1840,NY,1840.NY-08.18.ALBA.2.txt
T.S. Wright,2,1840,NY,1840.NY-08.18.ALBA.2.txt
C.L. Reason,1,1840,NY,1840.NY-08.18.ALBA.2.txt
E.P. Rodgers,2,1840,NY,1840.NY-08.18.ALBA.2.txt
U. Boston,2,1840,NY,1840.NY-08.18.ALBA.2.txt
Ray,2,1840,NY,1840.NY-08.18.ALBA.2.txt
Austin Stewart,2,1840,NY,1840.NY-08.18.ALBA.2.txt
Wm. H. Topp,3,1840,NY,1840.NY-08.18.ALBA.2.txt
A.H. Francis,1,1840,NY,1840.NY-08.18.ALBA.2.txt
A. Dunbar,1,1840,NY,1840.NY-08.18.ALBA.2.txt
Marah,1,1840,NY,1840.NY-08.18.ALBA.2.txt
Alex Crummell,1,1840,NY,1840.NY-08.18.ALBA.2.txt
J.N. Mars,1,1840,NY,1840.NY-08.18.ALBA.2.txt
J.W. Loguen,1,1840,NY,1840.NY-08.18.ALBA.2.txt
William H. Topp,2,1840,NY,1840.NY-08.18.ALBA.2.txt
Ambrose Dunbar,1,1840,NY,1840.NY-08.18.ALBA.2.txt
James Sharp,1,1840,NY,1840.NY-08.18.ALBA.2.txt
C.S. Morton,1,1840,NY,1840.NY-08.18.ALBA.2.txt
M. Dougee,1,1840,NY,1840.NY-08.18.ALBA.2.txt
John P. Anthony,1,1840,NY,1840.NY-08.18.ALBA.2.txt
S. Myers,1,1840,NY,1840.NY-08.18.ALBA.2.txt
G.H. Baltimore,1,1840,NY,1840.NY-08.18.ALBA.2.txt
Daniel Jones,1,1840,NY,1840.NY-08.18.ALBA.2.txt
R.P.G. Wright,1,1840,NY,1840.NY-08.18.ALBA.2.txt
Sexton,1,1840,NY,1840.NY-08.18.ALBA.2.txt
John T. Raymond,1,1840,NY,1840.NY-08.18.ALBA.2.txt
Perry,1,1840,NY,1840.NY-08.18.ALBA.2.txt
Wesley,1,1841,ME,1841.ME-10.06.PORT.01.txt
Whitefield,1,1841,ME,1841.ME-10.06.PORT.01.txt
A.N. Freeman,1,1841,ME,1841.ME-10.06.PORT.01.txt
J.W. Lewis,1,1841,ME,1841.ME-10.06.PORT.01.txt
A.W. Niles,1,1841,ME,1841.ME-10.06.PORT.01.txt
A. N. Freeman,9,1841,ME,1841.ME-10.06.PORT.02.txt
J. W. Lewis,11,1841,ME,1841.ME-10.06.PORT.02.txt
N. Hampshire,1,1841,ME,1841.ME-10.06.PORT.02.txt
Wesley,1,1841,ME,1841.ME-10.06.PORT.02.txt
Whitfield,1,1841,ME,1841.ME-10.06.PORT.02.txt
A. W. Niles,21,1841,ME,1841.ME-10.06.PORT.02.txt
Abram W. Niles,3,1841,ME,1841.ME-10.06.PORT.02.txt
Geger,5,1841,ME,1841.ME-10.06.PORT.02.txt
H. A. Chandler,1,1841,ME,1841.ME-10.06.PORT.02.txt
A. Talbot,3,1841,ME,1841.ME-10.06.PORT.02.txt
J. Winthrop,2,1841,ME,1841.ME-10.06.PORT.02.txt
Amos N. Freeman,1,1841,ME,1841.ME-10.06.PORT.02.txt
John W. Lewis,4,1841,ME,1841.ME-10.06.PORT.02.txt
Stephen Myers,1,1841,ME,1841.ME-10.06.PORT.02.txt
Henry A. Chandler,2,1841,ME,1841.ME-10.06.PORT.02.txt
Jeremiah Rogers,2,1841,ME,1841.ME-10.06.PORT.02.txt
Charles Pier,1,1841,ME,1841.ME-10.06.PORT.02.txt
Freeman,1,1841,ME,1841.ME-10.06.PORT.02.txt
J. Wentworth,1,1841,ME,1841.ME-10.06.PORT.02.txt
Abram W Niles,1,1841,ME,1841.ME-10.06.PORT.02.txt
Stephen Myres,1,1841,ME,1841.ME-10.06.PORT.02.txt
N. Y.,1,1841,ME,1841.ME-10.06.PORT.02.txt
L. Wentworth,1,1841,ME,1841.ME-10.06.PORT.02.txt
N. H.,2,1841,ME,1841.ME-10.06.PORT.02.txt
Myres,1,1841,ME,1841.ME-10.06.PORT.02.txt
J. Siggs,7,1841,ME,1841.ME-10.06.PORT.02.txt
Myers,4,1841,ME,1841.ME-10.06.PORT.02.txt
Birney,1,1841,ME,1841.ME-10.06.PORT.02.txt
Niles,6,1841,ME,1841.ME-10.06.PORT.02.txt
E. Ruby,4,1841,ME,1841.ME-10.06.PORT.02.txt
G. Geger,1,1841,ME,1841.ME-10.06.PORT.02.txt
S. Myres,1,1841,ME,1841.ME-10.06.PORT.02.txt
Waters,1,1841,ME,1841.ME-10.06.PORT.02.txt
Scott,2,1841,ME,1841.ME-10.06.PORT.02.txt
S. Myers,1,1841,ME,1841.ME-10.06.PORT.02.txt
J. Dickson,4,1841,ME,1841.ME-10.06.PORT.02.txt
Christ,1,1841,ME,1841.ME-10.06.PORT.02.txt
H. Chandler,3,1841,ME,1841.ME-10.06.PORT.02.txt
W. Scott,2,1841,ME,1841.ME-10.06.PORT.02.txt
Siggs,2,1841,ME,1841.ME-10.06.PORT.02.txt
Jones,2,1841,ME,1841.ME-10.06.PORT.02.txt
Chandler,1,1841,ME,1841.ME-10.06.PORT.02.txt
Talbot,1,1841,ME,1841.ME-10.06.PORT.02.txt
J. Hill,4,1841,ME,1841.ME-10.06.PORT.02.txt
Caroline,1,1841,ME,1841.ME-10.06.PORT.02.txt
Griffin,1,1841,ME,1841.ME-10.06.PORT.02.txt
Gardiner,2,1841,ME,1841.ME-10.06.PORT.02.txt
A. Jackson,1,1841,ME,1841.ME-10.06.PORT.02.txt
Taylor,1,1841,ME,1841.ME-10.06.PORT.02.txt
E. Spencer,1,1841,ME,1841.ME-10.06.PORT.02.txt
C. Pierre,1,1841,ME,1841.ME-10.06.PORT.02.txt
J. Meyers,1,1841,ME,1841.ME-10.06.PORT.02.txt
Thomas Cole,2,1841,ME,1841.ME-10.06.PORT.02.txt
Amos,1,1841,ME,1841.ME-10.06.PORT.02.txt
N. Freeman,1,1841,ME,1841.ME-10.06.PORT.02.txt
Henry Chandlier,1,1841,ME,1841.ME-10.06.PORT.02.txt
E. Waters,1,1841,ME,1841.ME-10.06.PORT.02.txt
Henry Huston,2,1841,ME,1841.ME-10.06.PORT.02.txt
M. S. Jackson,1,1841,ME,1841.ME-10.06.PORT.02.txt
P. Orca,1,1841,ME,1841.ME-10.06.PORT.02.txt
Robert Garrison,1,1841,ME,1841.ME-10.06.PORT.02.txt
Eben Ruby,2,1841,ME,1841.ME-10.06.PORT.02.txt
Samuel Ruby,1,1841,ME,1841.ME-10.06.PORT.02.txt
B. Jones,1,1841,ME,1841.ME-10.06.PORT.02.txt
Loyd Scott,1,1841,ME,1841.ME-10.06.PORT.02.txt
John Groves,1,1841,ME,1841.ME-10.06.PORT.02.txt
John Siggs,3,1841,ME,1841.ME-10.06.PORT.02.txt
Pierre,1,1841,ME,1841.ME-10.06.PORT.02.txt
A. Wilson,1,1841,ME,1841.ME-10.06.PORT.02.txt
Peter Small,1,1841,ME,1841.ME-10.06.PORT.02.txt
John Hill,2,1841,ME,1841.ME-10.06.PORT.02.txt
N. Hill,1,1841,ME,1841.ME-10.06.PORT.02.txt
J. Roberts,1,1841,ME,1841.ME-10.06.PORT.02.txt
Jacob Dickson,1,1841,ME,1841.ME-10.06.PORT.02.txt
Richard Dickson,1,1841,ME,1841.ME-10.06.PORT.02.txt
J. Benjamin,1,1841,ME,1841.ME-10.06.PORT.02.txt
Lewis Shepherd,1,1841,ME,1841.ME-10.06.PORT.02.txt
John Wright,1,1841,ME,1841.ME-10.06.PORT.02.txt
James Ball,1,1841,ME,1841.ME-10.06.PORT.02.txt
N. H. -- Job Wentworth,1,1841,ME,1841.ME-10.06.PORT.02.txt
W. Willy,1,1841,ME,1841.ME-10.06.PORT.02.txt
Hallowell,4,1841,ME,1841.ME-10.06.PORT.02.txt
Ruby,4,1841,ME,1841.ME-10.06.PORT.02.txt
Willy,4,1841,ME,1841.ME-10.06.PORT.02.txt
Nancy Prince,1,1841,ME,1841.ME-10.06.PORT.02.txt
Lewis,4,1841,ME,1841.ME-10.06.PORT.02.txt
D. Thurston,1,1841,ME,1841.ME-10.06.PORT.02.txt
Winthrop,1,1841,ME,1841.ME-10.06.PORT.02.txt
Jesus Christ,1,1841,ME,1841.ME-10.06.PORT.02.txt
Jesus,1,1841,ME,1841.ME-10.06.PORT.02.txt
David Thurston,1,1841,ME,1841.ME-10.06.PORT.02.txt
James,1,1841,ME,1841.ME-10.06.PORT.02.txt
Huston,1,1841,ME,1841.ME-10.06.PORT.02.txt
Rev A. N. Freeman,1,1841,ME,1841.ME-10.06.PORT.02.txt
J. H. Rogers,3,1841,ME,1841.ME-10.06.PORT.02.txt
J.W. Lewis,1,1841,ME,1841.ME-10.06.PORT.02.txt
Henry C. Huston,1,1841,ME,1841.ME-10.06.PORT.02.txt
Respeetfully,1,1841,ME,1841.ME-10.06.PORT.02.txt
E. Myres,1,1841,ME,1841.ME-10.06.PORT.02.txt
Manuel S. Jackson,1,1841,ME,1841.ME-10.06.PORT.02.txt
Job Wentworth,1,1841,ME,1841.ME-10.06.PORT.02.txt
Wm. Scott,1,1841,ME,1841.ME-10.06.PORT.02.txt
John T. Carter,1,1841,ME,1841.ME-10.06.PORT.02.txt
N. H. Corresponding,1,1841,ME,1841.ME-10.06.PORT.02.txt
James Cook,1,1841,ME,1841.ME-10.06.PORT.02.txt
Eben,1,1841,ME,1841.ME-10.06.PORT.02.txt
Christopher Allen,1,1841,ME,1841.ME-10.06.PORT.02.txt
Wesley,1,1841,ME,1841.ME-10.06.PORT.txt
Whitefield,1,1841,ME,1841.ME-10.06.PORT.txt
A.N. Freeman,1,1841,ME,1841.ME-10.06.PORT.txt
J.W. Lewis,1,1841,ME,1841.ME-10.06.PORT.txt
A.W. Niles,1,1841,ME,1841.ME-10.06.PORT.txt
John Q. Adams,1,1842,IN,1842.IN-07.17.INDI.txt
Clay,1,1842,IN,1842.IN-07.17.INDI.txt
Tyler,1,1842,IN,1842.IN-07.17.INDI.txt
J. G. Britton,7,1842,IN,1842.IN-07.17.INDI.txt
Turner Roberts,1,1842,IN,1842.IN-07.17.INDI.txt
A. J. Overalls,3,1842,IN,1842.IN-07.17.INDI.txt
Jesse White,2,1842,IN,1842.IN-07.17.INDI.txt
John G. Britton,3,1842,IN,1842.IN-07.17.INDI.txt
Allen E. Graham,1,1842,IN,1842.IN-07.17.INDI.txt
Willis Brown,1,1842,IN,1842.IN-07.17.INDI.txt
O. Mifflin,1,1842,IN,1842.IN-07.17.INDI.txt
A. Turner,2,1842,IN,1842.IN-07.17.INDI.txt
O. Stuart,1,1842,IN,1842.IN-07.17.INDI.txt
J. Tucker,1,1842,IN,1842.IN-07.17.INDI.txt
J. White,1,1842,IN,1842.IN-07.17.INDI.txt
T. Roberts,5,1842,IN,1842.IN-07.17.INDI.txt
A. E. Graham,4,1842,IN,1842.IN-07.17.INDI.txt
G. Britton,1,1842,IN,1842.IN-07.17.INDI.txt
V. Morgan,1,1842,IN,1842.IN-07.17.INDI.txt
John Crowder,1,1842,IN,1842.IN-07.17.INDI.txt
N. Morgan,1,1842,IN,1842.IN-07.17.INDI.txt
Martin Heim,1,1843,MA,1843.MA-08.03.SALE.txt
James Holland,1,1843,MA,1843.MA-08.03.SALE.txt
Daniel Yates,2,1843,MA,1843.MA-08.03.SALE.txt
Aaron Johnson,1,1843,MA,1843.MA-08.03.SALE.txt
Rodgers,1,1843,MA,1843.MA-08.03.SALE.txt
N. Jersey,2,1843,MA,1843.MA-08.03.SALE.txt
James J. G. Bias,1,1843,MA,1843.MA-08.03.SALE.txt
Samuel Van Brackle,3,1843,MA,1843.MA-08.03.SALE.txt
James M ` C. Crummill,3,1843,MA,1843.MA-08.03.SALE.txt
Stephen Smith,2,1843,MA,1843.MA-08.03.SALE.txt
John Lewis,7,1843,MA,1843.MA-08.03.SALE.txt
George H. Amos,2,1843,MA,1843.MA-08.03.SALE.txt
Benjamin Clark,1,1843,MA,1843.MA-08.03.SALE.txt
Hamilton Gray,1,1843,MA,1843.MA-08.03.SALE.txt
John W. Adams,3,1843,MA,1843.MA-08.03.SALE.txt
Levi Anderson,3,1843,MA,1843.MA-08.03.SALE.txt
Matthew Lary,1,1843,MA,1843.MA-08.03.SALE.txt
Henry C. Turner,1,1843,MA,1843.MA-08.03.SALE.txt
Marylond,1,1843,MA,1843.MA-08.03.SALE.txt
J. J. Bias,1,1843,MA,1843.MA-08.03.SALE.txt
S. Van Brackle,1,1843,MA,1843.MA-08.03.SALE.txt
Elimus P. Rogers,1,1843,MA,1843.MA-08.03.SALE.txt
J. W. Adams,4,1843,MA,1843.MA-08.03.SALE.txt
Samuel Harrison,4,1843,MA,1843.MA-08.03.SALE.txt
A. D. Shadd,7,1843,MA,1843.MA-08.03.SALE.txt
Thomas Watkins,4,1843,MA,1843.MA-08.03.SALE.txt
C. W. Gardiner,1,1843,MA,1843.MA-08.03.SALE.txt
C. Crummill,4,1843,MA,1843.MA-08.03.SALE.txt
J. Lewis,1,1843,MA,1843.MA-08.03.SALE.txt
Shadd,1,1843,MA,1843.MA-08.03.SALE.txt
J. G. Bias,2,1843,MA,1843.MA-08.03.SALE.txt
D. B. Anderson,2,1843,MA,1843.MA-08.03.SALE.txt
P. M.,1,1843,MA,1843.MA-08.03.SALE.txt
Burleigh,1,1843,MA,1843.MA-08.03.SALE.txt
Kennady,4,1843,MA,1843.MA-08.03.SALE.txt
Crummell,2,1843,MA,1843.MA-08.03.SALE.txt
J. J. G. Bias,4,1843,MA,1843.MA-08.03.SALE.txt
Adams,2,1843,MA,1843.MA-08.03.SALE.txt
Whilldin,1,1843,MA,1843.MA-08.03.SALE.txt
George Milburn,1,1843,MA,1843.MA-08.03.SALE.txt
Evan Jones,2,1843,MA,1843.MA-08.03.SALE.txt
Henry C,1,1843,MA,1843.MA-08.03.SALE.txt
Cornish,1,1843,MA,1843.MA-08.03.SALE.txt
Wm. Burleigh,2,1843,MA,1843.MA-08.03.SALE.txt
Samuel Nicholas,1,1843,MA,1843.MA-08.03.SALE.txt
Isaac Jackson,1,1843,MA,1843.MA-08.03.SALE.txt
Z. Purnell,2,1843,MA,1843.MA-08.03.SALE.txt
George Davis,1,1843,MA,1843.MA-08.03.SALE.txt
Nathaniel Depee,2,1843,MA,1843.MA-08.03.SALE.txt
Geo,1,1843,MA,1843.MA-08.03.SALE.txt
Galbreth,1,1843,MA,1843.MA-08.03.SALE.txt
Samuel Morgan,1,1843,MA,1843.MA-08.03.SALE.txt
Ephraim D. Williams,1,1843,MA,1843.MA-08.03.SALE.txt
Albert H. Hall,1,1843,MA,1843.MA-08.03.SALE.txt
Morris Hall,1,1843,MA,1843.MA-08.03.SALE.txt
Edward Coulter,1,1843,MA,1843.MA-08.03.SALE.txt
Limos Johnson,1,1843,MA,1843.MA-08.03.SALE.txt
John Mentin,1,1843,MA,1843.MA-08.03.SALE.txt
Sam,2,1843,MA,1843.MA-08.03.SALE.txt
Van Bracle,1,1843,MA,1843.MA-08.03.SALE.txt
Josh,1,1843,MA,1843.MA-08.03.SALE.txt
P.B. Eddy,1,1843,MA,1843.MA-08.03.SALE.txt
Matthew G. Lary,2,1843,MA,1843.MA-08.03.SALE.txt
Dan,2,1843,MA,1843.MA-08.03.SALE.txt
B. Anderson,2,1843,MA,1843.MA-08.03.SALE.txt
B. Walker,1,1843,MA,1843.MA-08.03.SALE.txt
Orange,1,1843,MA,1843.MA-08.03.SALE.txt
J.W. Adams,1,1843,MA,1843.MA-08.03.SALE.txt
Joseph Whittington,1,1843,MA,1843.MA-08.03.SALE.txt
Ralph Harden,1,1843,MA,1843.MA-08.03.SALE.txt
James Campbell,2,1843,MA,1843.MA-08.03.SALE.txt
Levi Medford,1,1843,MA,1843.MA-08.03.SALE.txt
Levi Naylor,1,1843,MA,1843.MA-08.03.SALE.txt
Ezekiel Caldwell,1,1843,MA,1843.MA-08.03.SALE.txt
Spencer,1,1843,MA,1843.MA-08.03.SALE.txt
Samuel Brown,1,1843,MA,1843.MA-08.03.SALE.txt
Moses G. Wilson,1,1843,MA,1843.MA-08.03.SALE.txt
Thomas B. Walker,2,1843,MA,1843.MA-08.03.SALE.txt
Henry Banks,1,1843,MA,1843.MA-08.03.SALE.txt
James Wilson,1,1843,MA,1843.MA-08.03.SALE.txt
Joseph G. Agness,1,1843,MA,1843.MA-08.03.SALE.txt
Wm. Cooper,1,1843,MA,1843.MA-08.03.SALE.txt
Joseph Agness,1,1843,MA,1843.MA-08.03.SALE.txt
Wm. Johnson,1,1843,MA,1843.MA-08.03.SALE.txt
James Butler,1,1843,MA,1843.MA-08.03.SALE.txt
Michael Boyer,1,1843,MA,1843.MA-08.03.SALE.txt
Wm. Saunders,2,1843,MA,1843.MA-08.03.SALE.txt
Jacob Johnson,2,1843,MA,1843.MA-08.03.SALE.txt
George Wharton,1,1843,MA,1843.MA-08.03.SALE.txt
Abraham Murray,2,1843,MA,1843.MA-08.03.SALE.txt
Henry W. Wright,1,1843,MA,1843.MA-08.03.SALE.txt
Alexander Freeman,1,1843,MA,1843.MA-08.03.SALE.txt
James,1,1843,MA,1843.MA-08.03.SALE.txt
James Clark,1,1843,MA,1843.MA-08.03.SALE.txt
Anthony Campbell,1,1843,MA,1843.MA-08.03.SALE.txt
George Buck,1,1843,MA,1843.MA-08.03.SALE.txt
Robert Robertson,1,1843,MA,1843.MA-08.03.SALE.txt
John Nelson,1,1843,MA,1843.MA-08.03.SALE.txt
James M. Fells,1,1843,MA,1843.MA-08.03.SALE.txt
Wm. Douglass,1,1843,MA,1843.MA-08.03.SALE.txt
Rueben Barret,1,1843,MA,1843.MA-08.03.SALE.txt
John Morun,1,1843,MA,1843.MA-08.03.SALE.txt
John C. Bowers,1,1843,MA,1843.MA-08.03.SALE.txt
John Winer,1,1843,MA,1843.MA-08.03.SALE.txt
Robert Jones,1,1843,MA,1843.MA-08.03.SALE.txt
Isaac J. White,2,1843,MA,1843.MA-08.03.SALE.txt
P. Clay,1,1843,MA,1843.MA-08.03.SALE.txt
Jos. Cassy,1,1843,MA,1843.MA-08.03.SALE.txt
Littleton Hubert,1,1843,MA,1843.MA-08.03.SALE.txt
Jacob Reed,1,1843,MA,1843.MA-08.03.SALE.txt
Jones Willson,1,1843,MA,1843.MA-08.03.SALE.txt
Richard Wilson,1,1843,MA,1843.MA-08.03.SALE.txt
George L. Frisby,1,1843,MA,1843.MA-08.03.SALE.txt
Moses Worthington,1,1843,MA,1843.MA-08.03.SALE.txt
Henry Cornish,2,1843,MA,1843.MA-08.03.SALE.txt
Robert Barger,1,1843,MA,1843.MA-08.03.SALE.txt
Benj,1,1843,MA,1843.MA-08.03.SALE.txt
Joshua P.B. Eddy,1,1843,MA,1843.MA-08.03.SALE.txt
Yates,1,1843,MA,1843.MA-08.03.SALE.txt
George Milbern,1,1843,MA,1843.MA-08.03.SALE.txt
Parmer Johnson,1,1843,MA,1843.MA-08.03.SALE.txt
Walter Burr,1,1843,MA,1843.MA-08.03.SALE.txt
Wm. Knight,1,1843,MA,1843.MA-08.03.SALE.txt
Wm. Woods,1,1843,MA,1843.MA-08.03.SALE.txt
Jacob Trusty,2,1843,MA,1843.MA-08.03.SALE.txt
J. Primrose,1,1843,MA,1843.MA-08.03.SALE.txt
Robert M. Smith,1,1843,MA,1843.MA-08.03.SALE.txt
John Charles Fortie,1,1843,MA,1843.MA-08.03.SALE.txt
Samuel Watts,1,1843,MA,1843.MA-08.03.SALE.txt
James Willams,1,1843,MA,1843.MA-08.03.SALE.txt
George Simpson,2,1843,MA,1843.MA-08.03.SALE.txt
Isaiah Wears,2,1843,MA,1843.MA-08.03.SALE.txt
John E. Moore,2,1843,MA,1843.MA-08.03.SALE.txt
Joseph Green,1,1843,MA,1843.MA-08.03.SALE.txt
Gidion Lewis,1,1843,MA,1843.MA-08.03.SALE.txt
David Lomax,1,1843,MA,1843.MA-08.03.SALE.txt
Joseph Louis,1,1843,MA,1843.MA-08.03.SALE.txt
Thomas H. Queen,1,1843,MA,1843.MA-08.03.SALE.txt
Daniel Koburn,1,1843,MA,1843.MA-08.03.SALE.txt
Joshua Woodland,5,1843,MA,1843.MA-08.03.SALE.txt
Wm. H. Sumner,1,1843,MA,1843.MA-08.03.SALE.txt
William Washington,1,1843,MA,1843.MA-08.03.SALE.txt
Randolph,1,1843,MA,1843.MA-08.03.SALE.txt
Henderson Davis,1,1843,MA,1843.MA-08.03.SALE.txt
John Wilson,1,1843,MA,1843.MA-08.03.SALE.txt
James C. Watson,1,1843,MA,1843.MA-08.03.SALE.txt
Giles Scott,1,1843,MA,1843.MA-08.03.SALE.txt
Benjamin Harris,1,1843,MA,1843.MA-08.03.SALE.txt
William Jackson,1,1843,MA,1843.MA-08.03.SALE.txt
John B. Roberts,2,1843,MA,1843.MA-08.03.SALE.txt
J. H. Townsend,1,1843,MA,1843.MA-08.03.SALE.txt
Abraham D. Shadd,1,1843,MA,1843.MA-08.03.SALE.txt
Joseph Thomas,1,1843,MA,1843.MA-08.03.SALE.txt
Benjamin Freeman,1,1843,MA,1843.MA-08.03.SALE.txt
John Williams,1,1843,MA,1843.MA-08.03.SALE.txt
Charles W. Gardiner,2,1843,MA,1843.MA-08.03.SALE.txt
Smithie,1,1843,MA,1843.MA-08.03.SALE.txt
S. Wright,1,1843,MA,1843.MA-08.03.SALE.txt
P. Johnson,1,1843,MA,1843.MA-08.03.SALE.txt
H. Gibbons,1,1843,MA,1843.MA-08.03.SALE.txt
Darby,1,1843,MA,1843.MA-08.03.SALE.txt
Amos Waterman,1,1843,MA,1843.MA-08.03.SALE.txt
Gideon Lewis,3,1843,MA,1843.MA-08.03.SALE.txt
Alexander Crummell,1,1843,MA,1843.MA-08.03.SALE.txt
E. P. Rogers,3,1843,MA,1843.MA-08.03.SALE.txt
Levy Anderson,1,1843,MA,1843.MA-08.03.SALE.txt
E. P. Rodgers,1,1843,MA,1843.MA-08.03.SALE.txt
Alex. Crummell,2,1843,MA,1843.MA-08.03.SALE.txt
J. W. Admas,1,1843,MA,1843.MA-08.03.SALE.txt
A Crummell,1,1843,MA,1843.MA-08.03.SALE.txt
C. P. Rogers,1,1843,MA,1843.MA-08.03.SALE.txt
Stehen Smith,1,1843,MA,1843.MA-08.03.SALE.txt
Williams B. Adams,1,1843,MA,1843.MA-08.03.SALE.txt
Van Brackle,1,1843,MA,1843.MA-08.03.SALE.txt
Crummill,1,1843,MA,1843.MA-08.03.SALE.txt
Ignatius Beck,1,1843,MA,1843.MA-08.03.SALE.txt
J.W. Addams,1,1843,MA,1843.MA-08.03.SALE.txt
George Amos,1,1843,MA,1843.MA-08.03.SALE.txt
E. P. Rorgers,1,1843,MA,1843.MA-08.03.SALE.txt
H. Davis,1,1843,MA,1843.MA-08.03.SALE.txt
W. Whipper,1,1843,MA,1843.MA-08.03.SALE.txt
H.H. Webb,1,1843,MA,1843.MA-08.03.SALE.txt
D. A. Payne,1,1843,MA,1843.MA-08.03.SALE.txt
Jno,1,1843,MA,1843.MA-08.03.SALE.txt
F. Cook,1,1843,MA,1843.MA-08.03.SALE.txt
Francis Datcher,1,1843,MA,1843.MA-08.03.SALE.txt
Jos. Warren,1,1843,MA,1843.MA-08.03.SALE.txt
Collins,1,1843,MA,1843.MA-08.03.SALE.txt
Enoch Bell,1,1843,MA,1843.MA-08.03.SALE.txt
Williams,1,1843,MA,1843.MA-08.03.SALE.txt
T. Watkins,1,1843,MA,1843.MA-08.03.SALE.txt
Daniel W. Moore,1,1843,MA,1843.MA-08.03.SALE.txt
Joseph Lewis,1,1843,MA,1843.MA-08.03.SALE.txt
D. Coburn,1,1843,MA,1843.MA-08.03.SALE.txt
H. C. Turner,1,1843,MA,1843.MA-08.03.SALE.txt
Lea,1,1843,MA,1843.MA-08.03.SALE.txt
J. C. Fortie,1,1843,MA,1843.MA-08.03.SALE.txt
John Peck,1,1843,MA,1843.MA-08.03.SALE.txt
Lewis,1,1843,MA,1843.MA-08.03.SALE.txt
M. R. Delany,1,1843,MA,1843.MA-08.03.SALE.txt
F. Davis,1,1843,MA,1843.MA-08.03.SALE.txt
Lewis Woodson,1,1843,MA,1843.MA-08.03.SALE.txt
J. Cole,1,1843,MA,1843.MA-08.03.SALE.txt
D. Mahony,1,1843,MA,1843.MA-08.03.SALE.txt
R. Thomas,1,1843,MA,1843.MA-08.03.SALE.txt
S. Holcomb,1,1843,MA,1843.MA-08.03.SALE.txt
