Person,Count,Year,Place,filename
J.W. Allen,1,1830,PA,1830.PA-09.24.PHIL.txt
Bishop Allen,2,1830,PA,1830.PA-09.24.PHIL.txt
Cyrus Black,2,1830,PA,1830.PA-09.24.PHIL.txt
Junius C. Morel,4,1830,PA,1830.PA-09.24.PHIL.txt
Benjamin Paschall,2,1830,PA,1830.PA-09.24.PHIL.txt
James Cornish,2,1830,PA,1830.PA-09.24.PHIL.txt
Richard Allen,7,1830,PA,1830.PA-09.24.PHIL.txt
Belfast Burton,5,1830,PA,1830.PA-09.24.PHIL.txt
Robert Cowley,2,1830,PA,1830.PA-09.24.PHIL.txt
Wm. S. Whipper,1,1830,PA,1830.PA-09.24.PHIL.txt
Peter Gardiner,2,1830,PA,1830.PA-09.24.PHIL.txt
John Allen,2,1830,PA,1830.PA-09.24.PHIL.txt
James Newman,2,1830,PA,1830.PA-09.24.PHIL.txt
Charles H. Leveck,2,1830,PA,1830.PA-09.24.PHIL.txt
Frederick A. Hinton,2,1830,PA,1830.PA-09.24.PHIL.txt
Austin Steward,1,1830,PA,1830.PA-09.24.PHIL.txt
Jos. Adams,1,1830,PA,1830.PA-09.24.PHIL.txt
George L. Brown,1,1830,PA,1830.PA-09.24.PHIL.txt
C. Augustus,1,1830,PA,1830.PA-09.24.PHIL.txt
George C. Willis,1,1830,PA,1830.PA-09.24.PHIL.txt
Alfred Niger,1,1830,PA,1830.PA-09.24.PHIL.txt
James Deavour,1,1830,PA,1830.PA-09.24.PHIL.txt
Hezekiah Grice,1,1830,PA,1830.PA-09.24.PHIL.txt
Aaron Willoon,1,1830,PA,1830.PA-09.24.PHIL.txt
Abraham D. Shad,1,1830,PA,1830.PA-09.24.PHIL.txt
Arthur M. Waring,1,1830,PA,1830.PA-09.24.PHIL.txt
Wm. Duncan,1,1830,PA,1830.PA-09.24.PHIL.txt
James West,1,1830,PA,1830.PA-09.24.PHIL.txt
Robert Brown,1,1830,PA,1830.PA-09.24.PHIL.txt
William Rogers,1,1830,PA,1830.PA-09.24.PHIL.txt
John Bowers,2,1830,PA,1830.PA-09.24.PHIL.txt
Richard Howell,2,1830,PA,1830.PA-09.24.PHIL.txt
Daniel Peterson,1,1830,PA,1830.PA-09.24.PHIL.txt
Charles Shorts,1,1830,PA,1830.PA-09.24.PHIL.txt
Leven Williams,1,1830,PA,1830.PA-09.24.PHIL.txt
James P. Walker,1,1830,PA,1830.PA-09.24.PHIL.txt
John Robinson,1,1830,PA,1830.PA-09.24.PHIL.txt
Samuel Todd,1,1830,PA,1830.PA-09.24.PHIL.txt
John Arnold,1,1830,PA,1830.PA-09.24.PHIL.txt
Sampson Peters,1,1830,PA,1830.PA-09.24.PHIL.txt
Anthony Campbell,1,1830,PA,1830.PA-09.24.PHIL.txt
Don Carolos Hall,1,1830,PA,1830.PA-09.24.PHIL.txt
Rob,1,1830,PA,1830.PA-09.24.PHIL.txt
Brown,1,1830,PA,1830.PA-09.24.PHIL.txt
Daniel D. Brownhill,1,1830,PA,1830.PA-09.24.PHIL.txt
William Whipper,2,1830,PA,1830.PA-09.24.PHIL.txt
John P. Thompson,1,1830,PA,1830.PA-09.24.PHIL.txt
Samuel D. Potts,1,1830,PA,1830.PA-09.24.PHIL.txt
James Johnson,1,1830,PA,1830.PA-09.24.PHIL.txt
John P. Burr,1,1830,PA,1830.PA-09.24.PHIL.txt
Scipio Sewell,1,1830,PA,1830.PA-09.24.PHIL.txt
Porter,1,1830,PA,1830.PA-09.24.PHIL.txt
Joseph Cassey,2,1830,PA,1830.PA-09.24.PHIL.txt
Shedrich Basset,1,1830,PA,1830.PA-09.24.PHIL.txt
James Gibson,1,1830,PA,1830.PA-09.24.PHIL.txt
Jeremiah Bowser,2,1830,PA,1830.PA-09.24.PHIL.txt
Richard B. Johnson,1,1830,PA,1830.PA-09.24.PHIL.txt
Henry Beckett,1,1830,PA,1830.PA-09.24.PHIL.txt
Peter Mcneal,1,1830,PA,1830.PA-09.24.PHIL.txt
James Bird,1,1830,PA,1830.PA-09.24.PHIL.txt
Abraham Williams,1,1830,PA,1830.PA-09.24.PHIL.txt
Dan Iel B. Brownhill,1,1830,PA,1830.PA-09.24.PHIL.txt
John B. Sammons,2,1830,PA,1830.PA-09.24.PHIL.txt
Charles W. Gardner,1,1830,PA,1830.PA-09.24.PHIL.txt
Thomas Butler,2,1830,PA,1830.PA-09.24.PHIL.txt
Messrs.Samuel Nickels,1,1830,PA,1830.PA-09.24.PHIL.txt
William James,1,1830,PA,1830.PA-09.24.PHIL.txt
Thomas Channock,1,1830,PA,1830.PA-09.24.PHIL.txt
William C. West,1,1830,PA,1830.PA-09.24.PHIL.txt
Robert Johnson,1,1830,PA,1830.PA-09.24.PHIL.txt
Joshua Brown,1,1830,PA,1830.PA-09.24.PHIL.txt
Edward Johnson,1,1830,PA,1830.PA-09.24.PHIL.txt
G. Laws,1,1830,PA,1830.PA-09.24.PHIL.txt
Samuel Combegy,1,1830,PA,1830.PA-09.24.PHIL.txt
John Dutton,1,1830,PA,1830.PA-09.24.PHIL.txt
Junlus C. Morel,1,1830,PA,1830.PA-09.24.PHIL.txt
Belfast Burton,3,1831,PA,1831.PA-06.06.PHIL.txt
William Whipper,3,1831,PA,1831.PA-06.06.PHIL.txt
John Bowers,6,1831,PA,1831.PA-06.06.PHIL.txt
James Cornish,2,1831,PA,1831.PA-06.06.PHIL.txt
Junius C. Morel,5,1831,PA,1831.PA-06.06.PHIL.txt
Wm. Whipper,2,1831,PA,1831.PA-06.06.PHIL.txt
Wm. Miller,2,1831,PA,1831.PA-06.06.PHIL.txt
Henry Sipkins,2,1831,PA,1831.PA-06.06.PHIL.txt
L. Jennings,3,1831,PA,1831.PA-06.06.PHIL.txt
Wm. Hamilton,2,1831,PA,1831.PA-06.06.PHIL.txt
James Pennington,2,1831,PA,1831.PA-06.06.PHIL.txt
Abner Coker,2,1831,PA,1831.PA-06.06.PHIL.txt
Robert Cowley,3,1831,PA,1831.PA-06.06.PHIL.txt
Abraham D. Shad,3,1831,PA,1831.PA-06.06.PHIL.txt
Peter Gardiner,2,1831,PA,1831.PA-06.06.PHIL.txt
Wm. Duncan,1,1831,PA,1831.PA-06.06.PHIL.txt
W. Miller,1,1831,PA,1831.PA-06.06.PHIL.txt
William Duncan,3,1831,PA,1831.PA-06.06.PHIL.txt
Willliam Whipper,1,1831,PA,1831.PA-06.06.PHIL.txt
Charles W. Gardiner,1,1831,PA,1831.PA-06.06.PHIL.txt
Samuel Todd,1,1831,PA,1831.PA-06.06.PHIL.txt
Morel,1,1831,PA,1831.PA-06.06.PHIL.txt
Duncan,1,1831,PA,1831.PA-06.06.PHIL.txt
Cowley,1,1831,PA,1831.PA-06.06.PHIL.txt
Jennings,3,1831,PA,1831.PA-06.06.PHIL.txt
S. S. Jocelyn,1,1831,PA,1831.PA-06.06.PHIL.txt
Arthur Tappan,2,1831,PA,1831.PA-06.06.PHIL.txt
Benjamin Lundy,1,1831,PA,1831.PA-06.06.PHIL.txt
William L. Garrison,1,1831,PA,1831.PA-06.06.PHIL.txt
Thomas Shipley,1,1831,PA,1831.PA-06.06.PHIL.txt
Charles Pierce,1,1831,PA,1831.PA-06.06.PHIL.txt
Jocelyn,3,1831,PA,1831.PA-06.06.PHIL.txt
Tappan,2,1831,PA,1831.PA-06.06.PHIL.txt
Garrison,3,1831,PA,1831.PA-06.06.PHIL.txt
New-Haven,1,1831,PA,1831.PA-06.06.PHIL.txt
Samuel E. Cornish,1,1831,PA,1831.PA-06.06.PHIL.txt
Hosea Reiston,1,1831,PA,1831.PA-06.06.PHIL.txt
Robert Roberts,1,1831,PA,1831.PA-06.06.PHIL.txt
James G. Barbadoes,2,1831,PA,1831.PA-06.06.PHIL.txt
Samuel Snowden,1,1831,PA,1831.PA-06.06.PHIL.txt
Peter Williams,1,1831,PA,1831.PA-06.06.PHIL.txt
Philip Bell,1,1831,PA,1831.PA-06.06.PHIL.txt
Thomas Downing,1,1831,PA,1831.PA-06.06.PHIL.txt
Peter Voglesang,2,1831,PA,1831.PA-06.06.PHIL.txt
Joseph Cassey,1,1831,PA,1831.PA-06.06.PHIL.txt
Robert Douglass,1,1831,PA,1831.PA-06.06.PHIL.txt
James Forten,1,1831,PA,1831.PA-06.06.PHIL.txt
Richard Howell,1,1831,PA,1831.PA-06.06.PHIL.txt
Robert Purvis,1,1831,PA,1831.PA-06.06.PHIL.txt
Thomas Green,1,1831,PA,1831.PA-06.06.PHIL.txt
James P. Walker,1,1831,PA,1831.PA-06.06.PHIL.txt
Samuel G. Mathews,1,1831,PA,1831.PA-06.06.PHIL.txt
Isaac Whipper,1,1831,PA,1831.PA-06.06.PHIL.txt
Samuel Hiner,1,1831,PA,1831.PA-06.06.PHIL.txt
Biars Stanley,1,1831,PA,1831.PA-06.06.PHIL.txt
John Creed,1,1831,PA,1831.PA-06.06.PHIL.txt
Alexander C. Luca,1,1831,PA,1831.PA-06.06.PHIL.txt
L. I. -- Jacob Deyes,1,1831,PA,1831.PA-06.06.PHIL.txt
Henry Thomson,1,1831,PA,1831.PA-06.06.PHIL.txt
Willis Jones,1,1831,PA,1831.PA-06.06.PHIL.txt
Peter Spencer,2,1831,PA,1831.PA-06.06.PHIL.txt
Jacob Morgan,1,1831,PA,1831.PA-06.06.PHIL.txt
William S. Thomas,1,1831,PA,1831.PA-06.06.PHIL.txt
Benjamin Latimore,1,1831,PA,1831.PA-06.06.PHIL.txt
Schuyler,1,1831,PA,1831.PA-06.06.PHIL.txt
Francis March,1,1831,PA,1831.PA-06.06.PHIL.txt
D. C. -- William Jackson,1,1831,PA,1831.PA-06.06.PHIL.txt
Arthur Waring,1,1831,PA,1831.PA-06.06.PHIL.txt
Isaac Carey,1,1831,PA,1831.PA-06.06.PHIL.txt
Charles Butler,1,1831,PA,1831.PA-06.06.PHIL.txt
Jared Grey,1,1831,PA,1831.PA-06.06.PHIL.txt
Carlisle,1,1831,PA,1831.PA-06.06.PHIL.txt
John Peck,2,1831,PA,1831.PA-06.06.PHIL.txt
Rowland G. Roberts,1,1831,PA,1831.PA-06.06.PHIL.txt
Dennis Berry,1,1831,PA,1831.PA-06.06.PHIL.txt
John B. Vashon,1,1831,PA,1831.PA-06.06.PHIL.txt
Lewis Gardiner,1,1831,PA,1831.PA-06.06.PHIL.txt
Abraham Lewis,1,1831,PA,1831.PA-06.06.PHIL.txt
N. J.,1,1831,PA,1831.PA-06.06.PHIL.txt
Peter Petitt,1,1831,PA,1831.PA-06.06.PHIL.txt
Charles Anderson,1,1831,PA,1831.PA-06.06.PHIL.txt
Adam Ray,1,1831,PA,1831.PA-06.06.PHIL.txt
Sampson Peters,1,1831,PA,1831.PA-06.06.PHIL.txt
Leonard Scott,2,1831,PA,1831.PA-06.06.PHIL.txt
Frederick A. Hinton,1,1831,PA,1831.PA-06.06.PHIL.txt
Joseph Casey,1,1831,PA,1831.PA-06.06.PHIL.txt
Charles H. Leveck,2,1831,PA,1831.PA-06.06.PHIL.txt
Thomas L. Jennings,2,1831,PA,1831.PA-06.06.PHIL.txt
Henry H. Mondy,1,1831,PA,1831.PA-06.06.PHIL.txt
Abner Cocker,1,1831,PA,1831.PA-06.06.PHIL.txt
George C. Willis,1,1831,PA,1831.PA-06.06.PHIL.txt
Alfred Niger,1,1831,PA,1831.PA-06.06.PHIL.txt
William Wormley,1,1831,PA,1831.PA-06.06.PHIL.txt
John W. Prout,1,1831,PA,1831.PA-06.06.PHIL.txt
James Wilkins,1,1831,PA,1831.PA-06.06.PHIL.txt
Scipio C. Augustus,1,1831,PA,1831.PA-06.06.PHIL.txt
Charles Hatfield,1,1831,PA,1831.PA-06.06.PHIL.txt
John Liverpool,1,1831,PA,1831.PA-06.06.PHIL.txt
John P. Thompson,1,1831,PA,1831.PA-06.06.PHIL.txt
Shipley,1,1831,PA,1831.PA-06.06.PHIL.txt
Lundy,1,1831,PA,1831.PA-06.06.PHIL.txt
Peirce,1,1831,PA,1831.PA-06.06.PHIL.txt
Long-Island,1,1831,PA,1831.PA-06.06.PHIL.txt
Lewis G. Wells,1,1831,PA,1831.PA-06.06.PHIL.txt
Benj,5,1832,PA,1832.PA-06.04.PHIL.txt
Paschal,7,1832,PA,1832.PA-06.04.PHIL.txt
Butler,2,1832,PA,1832.PA-06.04.PHIL.txt
C. Matthews,1,1832,PA,1832.PA-06.04.PHIL.txt
John Bowers,11,1832,PA,1832.PA-06.04.PHIL.txt
Junius C. Morel,9,1832,PA,1832.PA-06.04.PHIL.txt
Charles W. Gardner,6,1832,PA,1832.PA-06.04.PHIL.txt
John B. Vashon,6,1832,PA,1832.PA-06.04.PHIL.txt
Benjamin Paschal,15,1832,PA,1832.PA-06.04.PHIL.txt
William Whipper,8,1832,PA,1832.PA-06.04.PHIL.txt
F. A. Hinton,5,1832,PA,1832.PA-06.04.PHIL.txt
J. C. Morel,6,1832,PA,1832.PA-06.04.PHIL.txt
Carlisle,2,1832,PA,1832.PA-06.04.PHIL.txt
John Peck,16,1832,PA,1832.PA-06.04.PHIL.txt
Samuel Johnson,6,1832,PA,1832.PA-06.04.PHIL.txt
William Hamilton,8,1832,PA,1832.PA-06.04.PHIL.txt
Henry Sipkins,5,1832,PA,1832.PA-06.04.PHIL.txt
Thomas L. Jennings,13,1832,PA,1832.PA-06.04.PHIL.txt
Philip A. Bell,7,1832,PA,1832.PA-06.04.PHIL.txt
James Pennington,7,1832,PA,1832.PA-06.04.PHIL.txt
Joseph Burton,1,1832,PA,1832.PA-06.04.PHIL.txt
William Johnson,2,1832,PA,1832.PA-06.04.PHIL.txt
Jacob Morgan,2,1832,PA,1832.PA-06.04.PHIL.txt
Peter Gardiner,2,1832,PA,1832.PA-06.04.PHIL.txt
D. Shad,2,1832,PA,1832.PA-06.04.PHIL.txt
Samuel Elliott,2,1832,PA,1832.PA-06.04.PHIL.txt
Robert Cowley,8,1832,PA,1832.PA-06.04.PHIL.txt
Samuel Hiner,2,1832,PA,1832.PA-06.04.PHIL.txt
Thomas D. Coxsin,9,1832,PA,1832.PA-06.04.PHIL.txt
Thomas Banks,2,1832,PA,1832.PA-06.04.PHIL.txt
Aaron Roberts,3,1832,PA,1832.PA-06.04.PHIL.txt
Hosea Easton,7,1832,PA,1832.PA-06.04.PHIL.txt
Nathan Johnson,1,1832,PA,1832.PA-06.04.PHIL.txt
Paul Drayton,4,1832,PA,1832.PA-06.04.PHIL.txt
Scipio C. Augustus,1,1832,PA,1832.PA-06.04.PHIL.txt
Ichabod Northrop,1,1832,PA,1832.PA-06.04.PHIL.txt
Frederick A. Hinton,7,1832,PA,1832.PA-06.04.PHIL.txt
Charles H. Leveck,2,1832,PA,1832.PA-06.04.PHIL.txt
Sipkins,1,1832,PA,1832.PA-06.04.PHIL.txt
C. W. Gardner,6,1832,PA,1832.PA-06.04.PHIL.txt
John Dowers,1,1832,PA,1832.PA-06.04.PHIL.txt
L. Jennings,4,1832,PA,1832.PA-06.04.PHIL.txt
R. R. Gurley,3,1832,PA,1832.PA-06.04.PHIL.txt
Brackenridge,1,1832,PA,1832.PA-06.04.PHIL.txt
Abraham,1,1832,PA,1832.PA-06.04.PHIL.txt
Pennington,5,1832,PA,1832.PA-06.04.PHIL.txt
Gurley,3,1832,PA,1832.PA-06.04.PHIL.txt
Hamilton,4,1832,PA,1832.PA-06.04.PHIL.txt
Bell,2,1832,PA,1832.PA-06.04.PHIL.txt
Wm. Hamilton,4,1832,PA,1832.PA-06.04.PHIL.txt
T. D. Coxsin,2,1832,PA,1832.PA-06.04.PHIL.txt
Wm. Whipper,8,1832,PA,1832.PA-06.04.PHIL.txt
Abraham D. Shad,2,1832,PA,1832.PA-06.04.PHIL.txt
Wm. Lloyd Garrison,3,1832,PA,1832.PA-06.04.PHIL.txt
Vashon,4,1832,PA,1832.PA-06.04.PHIL.txt
Thomas Shipley,1,1832,PA,1832.PA-06.04.PHIL.txt
Coxsin,4,1832,PA,1832.PA-06.04.PHIL.txt
Jennings,2,1832,PA,1832.PA-06.04.PHIL.txt
Johnson,1,1832,PA,1832.PA-06.04.PHIL.txt
Peck,4,1832,PA,1832.PA-06.04.PHIL.txt
Cowley,3,1832,PA,1832.PA-06.04.PHIL.txt
Morel,2,1832,PA,1832.PA-06.04.PHIL.txt
Elliot,1,1832,PA,1832.PA-06.04.PHIL.txt
Roberts,1,1832,PA,1832.PA-06.04.PHIL.txt
Hiner,1,1832,PA,1832.PA-06.04.PHIL.txt
A. D. Shad,2,1832,PA,1832.PA-06.04.PHIL.txt
P. M.,1,1832,PA,1832.PA-06.04.PHIL.txt
Easton,2,1832,PA,1832.PA-06.04.PHIL.txt
Patterson,2,1832,PA,1832.PA-06.04.PHIL.txt
Garrison,1,1832,PA,1832.PA-06.04.PHIL.txt
Evan Lewis,1,1832,PA,1832.PA-06.04.PHIL.txt
Andrew Jackson,2,1832,PA,1832.PA-06.04.PHIL.txt
Thos,1,1832,PA,1832.PA-06.04.PHIL.txt
Jackson,3,1832,PA,1832.PA-06.04.PHIL.txt
Jolin B. Vashon,1,1832,PA,1832.PA-06.04.PHIL.txt
C. W Gardner,1,1832,PA,1832.PA-06.04.PHIL.txt
T. Coxsin,1,1832,PA,1832.PA-06.04.PHIL.txt
Henrv Slpkins,1,1832,PA,1832.PA-06.04.PHIL.txt
Cor,7,1832,PA,1832.PA-06.04.PHIL.txt
G. Barbadoes,1,1832,PA,1832.PA-06.04.PHIL.txt
V. P. -- H. H. Mauday,1,1832,PA,1832.PA-06.04.PHIL.txt
C. Willis,1,1832,PA,1832.PA-06.04.PHIL.txt
Alfred Niger,1,1832,PA,1832.PA-06.04.PHIL.txt
C. Augustus,1,1832,PA,1832.PA-06.04.PHIL.txt
Peter Osborn,1,1832,PA,1832.PA-06.04.PHIL.txt
John Liverpool,1,1832,PA,1832.PA-06.04.PHIL.txt
V. P.,1,1832,PA,1832.PA-06.04.PHIL.txt
Abner Crocker,1,1832,PA,1832.PA-06.04.PHIL.txt
Peter Spencer,2,1832,PA,1832.PA-06.04.PHIL.txt
Richard Allen,1,1832,PA,1832.PA-06.04.PHIL.txt
Cyrus Black,1,1832,PA,1832.PA-06.04.PHIL.txt
Benjamin Pascal,1,1832,PA,1832.PA-06.04.PHIL.txt
James E. Cornish,1,1832,PA,1832.PA-06.04.PHIL.txt
Benjamin Lundy,1,1832,PA,1832.PA-06.04.PHIL.txt
D. Coxsin,1,1832,PA,1832.PA-06.04.PHIL.txt
J.C. Morel,1,1832,PA,1832.PA-06.04.PHIL.txt
Robt,1,1832,PA,1832.PA-06.04.PHIL.txt
P. A. Bell,1,1832,PA,1832.PA-06.04.PHIL.txt
J. B. Vashon,1,1832,PA,1832.PA-06.04.PHIL.txt
B. Paschal,1,1832,PA,1832.PA-06.04.PHIL.txt
Robert Brown,1,1832,PA,1832.PA-06.04.PHIL.txt
Thomas Butler,2,1832,PA,1832.PA-06.04.PHIL.txt
C. Mathews,1,1832,PA,1832.PA-06.04.PHIL.txt
George Johnson,1,1832,PA,1832.PA-06.04.PHIL.txt
James Bird,1,1832,PA,1832.PA-06.04.PHIL.txt
Wm. C. West,1,1832,PA,1832.PA-06.04.PHIL.txt
Stephen H. Gloucester,1,1832,PA,1832.PA-06.04.PHIL.txt
Simeon S. Jocelyn,1,1832,PA,1832.PA-06.04.PHIL.txt
T. L. Jennings,2,1832,PA,1832.PA-06.04.PHIL.txt
Harrison,2,1832,PA,1832.PA-06.04.PHIL.txt
S. S. Jocelyn,2,1832,PA,1832.PA-06.04.PHIL.txt
Jocelyn,1,1832,PA,1832.PA-06.04.PHIL.txt
Samuel E. Cornish,5,1832,PA,1832.PA-06.04.PHIL.txt
K. A. Hinton,1,1832,PA,1832.PA-06.04.PHIL.txt
Cornish,1,1832,PA,1832.PA-06.04.PHIL.txt
Peter Wiliams,1,1832,PA,1832.PA-06.04.PHIL.txt
Peter Voglesang,2,1832,PA,1832.PA-06.04.PHIL.txt
Arthur Tappan,1,1832,PA,1832.PA-06.04.PHIL.txt
Peter Williams,1,1832,PA,1832.PA-06.04.PHIL.txt
Thomas Downing,1,1832,PA,1832.PA-06.04.PHIL.txt
Benjamin Latimore,1,1832,PA,1832.PA-06.04.PHIL.txt
Charles Morton,1,1832,PA,1832.PA-06.04.PHIL.txt
Francis March,1,1832,PA,1832.PA-06.04.PHIL.txt
Jacob Deyes,1,1832,PA,1832.PA-06.04.PHIL.txt
Henry Thompson,1,1832,PA,1832.PA-06.04.PHIL.txt
Willis Jones,1,1832,PA,1832.PA-06.04.PHIL.txt
Thomas Johnson,1,1832,PA,1832.PA-06.04.PHIL.txt
John Potter,1,1832,PA,1832.PA-06.04.PHIL.txt
Joseph Cassey,1,1832,PA,1832.PA-06.04.PHIL.txt
Robert Douglass,1,1832,PA,1832.PA-06.04.PHIL.txt
James Forten,1,1832,PA,1832.PA-06.04.PHIL.txt
Robert Purvis,1,1832,PA,1832.PA-06.04.PHIL.txt
Gardner,1,1832,PA,1832.PA-06.04.PHIL.txt
Abraham Lewis,1,1832,PA,1832.PA-06.04.PHIL.txt
Lewis Woodson,1,1832,PA,1832.PA-06.04.PHIL.txt
Charles Butler,1,1832,PA,1832.PA-06.04.PHIL.txt
Simmons,1,1832,PA,1832.PA-06.04.PHIL.txt
Roland G. Robinson,1,1832,PA,1832.PA-06.04.PHIL.txt
Dennis Berry,1,1832,PA,1832.PA-06.04.PHIL.txt
Robert Roberts,1,1832,PA,1832.PA-06.04.PHIL.txt
James G. Barbadoes,1,1832,PA,1832.PA-06.04.PHIL.txt
Samuel Snowden,1,1832,PA,1832.PA-06.04.PHIL.txt
Charles K. Kook,1,1832,PA,1832.PA-06.04.PHIL.txt
Morris Anderson,1,1832,PA,1832.PA-06.04.PHIL.txt
Richard C. Johnson,1,1832,PA,1832.PA-06.04.PHIL.txt
H. Foster,1,1832,PA,1832.PA-06.04.PHIL.txt
C. Munroe,1,1832,PA,1832.PA-06.04.PHIL.txt
John Creed,1,1832,PA,1832.PA-06.04.PHIL.txt
Alexander C. Lucas,1,1832,PA,1832.PA-06.04.PHIL.txt
J. C. Bemen,1,1832,PA,1832.PA-06.04.PHIL.txt
Joseph Gilbert,1,1832,PA,1832.PA-06.04.PHIL.txt
Robert Henson,1,1832,PA,1832.PA-06.04.PHIL.txt
James C. Cowes,1,1832,PA,1832.PA-06.04.PHIL.txt
John Barclay,1,1832,PA,1832.PA-06.04.PHIL.txt
Peter Petit,1,1832,PA,1832.PA-06.04.PHIL.txt
Charles Anderson,1,1832,PA,1832.PA-06.04.PHIL.txt
Adam Ray,1,1832,PA,1832.PA-06.04.PHIL.txt
John Kelly,1,1832,PA,1832.PA-06.04.PHIL.txt
Thomas Green,1,1832,PA,1832.PA-06.04.PHIL.txt
James P. Walker,1,1832,PA,1832.PA-06.04.PHIL.txt
Samuel G. Mathews,1,1832,PA,1832.PA-06.04.PHIL.txt
Isaac Whipper,1,1832,PA,1832.PA-06.04.PHIL.txt
Wm. S. Thomas,1,1832,PA,1832.PA-06.04.PHIL.txt
Arthur Waring,1,1832,PA,1832.PA-06.04.PHIL.txt
Isaac Carey,1,1832,PA,1832.PA-06.04.PHIL.txt
Kennedy,1,1832,PA,1832.PA-06.04.PHIL.txt
Hinton,1,1832,PA,1832.PA-06.04.PHIL.txt
P. Drayton,1,1832,PA,1832.PA-06.04.PHIL.txt
William L. Garrison,1,1832,PA,1832.PA-06.04.PHIL.txt
Austin Stewart,1,1832,PA,1832.PA-06.04.PHIL.txt
Grice,1,1832,PA,1832.PA-06.04.PHIL.txt
Hezekiah Grice,1,1832,PA,1832.PA-06.04.PHIL.txt
Bill,1,1832,PA,1832.PA-06.04.PHIL.txt
William Lloyd Garrison,1,1832,PA,1832.PA-06.04.PHIL.txt
W. Gardner,1,1832,PA,1832.PA-06.04.PHIL.txt
Whipper,1,1832,PA,1832.PA-06.04.PHIL.txt
Thomas Wiliiams,1,1832,PA,1832.PA-06.04.PHIL.txt
J. G. Smith,1,1832,PA,1832.PA-06.04.PHIL.txt
Thornas D. Coxsin,1,1832,PA,1832.PA-06.04.PHIL.txt
Barbour,1,1832,PA,1832.PA-06.04.PHIL.txt
Dennison,1,1832,PA,1832.PA-06.04.PHIL.txt
Lloyd Garrison,1,1832,PA,1832.PA-06.04.PHIL.txt
Aid-De-Camp,1,1832,PA,1832.PA-06.04.PHIL.txt
Frederick A. Hinton,6,1833,PA,1833.PA-06.03.PHIL.txt
Charles H. Levick,1,1833,PA,1833.PA-06.03.PHIL.txt
Noah Cannon,1,1833,PA,1833.PA-06.03.PHIL.txt
Abraham Williams,3,1833,PA,1833.PA-06.03.PHIL.txt
Stephen H. Gloucester,2,1833,PA,1833.PA-06.03.PHIL.txt
Robert Purvis,5,1833,PA,1833.PA-06.03.PHIL.txt
William Whipper,6,1833,PA,1833.PA-06.03.PHIL.txt
Abraham D. Shadd,6,1833,PA,1833.PA-06.03.PHIL.txt
William Lewis,4,1833,PA,1833.PA-06.03.PHIL.txt
Caleb Cregg,1,1833,PA,1833.PA-06.03.PHIL.txt
Vincent Smith,1,1833,PA,1833.PA-06.03.PHIL.txt
Jeremiah Miller,2,1833,PA,1833.PA-06.03.PHIL.txt
Carlisle,1,1833,PA,1833.PA-06.03.PHIL.txt
John Peck,15,1833,PA,1833.PA-06.03.PHIL.txt
Thomas Butler,3,1833,PA,1833.PA-06.03.PHIL.txt
Peter Gardiner,5,1833,PA,1833.PA-06.03.PHIL.txt
James Bird,4,1833,PA,1833.PA-06.03.PHIL.txt
Samuel C. Hutchins,2,1833,PA,1833.PA-06.03.PHIL.txt
J,1,1833,PA,1833.PA-06.03.PHIL.txt
D. Richardson,1,1833,PA,1833.PA-06.03.PHIL.txt
George Galbrecht,1,1833,PA,1833.PA-06.03.PHIL.txt
William Brewer,2,1833,PA,1833.PA-06.03.PHIL.txt
Wilkesbarre,1,1833,PA,1833.PA-06.03.PHIL.txt
Samuel Elliott,4,1833,PA,1833.PA-06.03.PHIL.txt
Robert Cowley,10,1833,PA,1833.PA-06.03.PHIL.txt
William D. Jenkins,3,1833,PA,1833.PA-06.03.PHIL.txt
Samuel Hiner,1,1833,PA,1833.PA-06.03.PHIL.txt
John Kelly,1,1833,PA,1833.PA-06.03.PHIL.txt
Thomas Banks,2,1833,PA,1833.PA-06.03.PHIL.txt
Henry Frisby,1,1833,PA,1833.PA-06.03.PHIL.txt
Benjamin Stokely,1,1833,PA,1833.PA-06.03.PHIL.txt
James C. Matthews,2,1833,PA,1833.PA-06.03.PHIL.txt
Henry Ogden,9,1833,PA,1833.PA-06.03.PHIL.txt
Emanuel W. Congo,1,1833,PA,1833.PA-06.03.PHIL.txt
Robert J. Taylor,1,1833,PA,1833.PA-06.03.PHIL.txt
Leonard Scott,3,1833,PA,1833.PA-06.03.PHIL.txt
Abner H. Francis,2,1833,PA,1833.PA-06.03.PHIL.txt
Peter Hubbard,1,1833,PA,1833.PA-06.03.PHIL.txt
Joseph Burton,4,1833,PA,1833.PA-06.03.PHIL.txt
Jacob Morgan,1,1833,PA,1833.PA-06.03.PHIL.txt
Matthew Draper,4,1833,PA,1833.PA-06.03.PHIL.txt
R. I. -- George Spywood,1,1833,PA,1833.PA-06.03.PHIL.txt
Hosea Easton,1,1833,PA,1833.PA-06.03.PHIL.txt
James G. Barbadoes,5,1833,PA,1833.PA-06.03.PHIL.txt
George W. Thompson,3,1833,PA,1833.PA-06.03.PHIL.txt
Richard Johnson,4,1833,PA,1833.PA-06.03.PHIL.txt
New-Haven,1,1833,PA,1833.PA-06.03.PHIL.txt
Luke Lathrop,5,1833,PA,1833.PA-06.03.PHIL.txt
Mason Freeman,3,1833,PA,1833.PA-06.03.PHIL.txt
William Hamilton,11,1833,PA,1833.PA-06.03.PHIL.txt
