cluster,members
10,1851.IN-08.01.INDI.2.txt,J. Morgan,Clark,Posey
11,1851.ON-09.11.TORO.txt,Hamilton,William Lambert,H. Bibb,J. Anderson,Bibb,G. Weir,James Baker,Jabez P. Campbell,Josiah Henson,J. Wilson,Payton Harris,Baker
12,1853.IL-10.06.CHIC.txt,1856.IL-11.13.ALTO.txt,William Johnson,L. Johnson,Jones,Wm. Johnson,William Smith,J. F. Platt,Alton,John C. Calhoun,Patrick Henry,J. D. Bonner,Cook,R. J. Robinson,Madison,A. H. Richardson,W. L. Barnes,Thomas Mason,Byrd Parker,H. O. Wagoner,R. H. Rollins,John Jones,Lewis Isbell,B. Smith,Augustus Hill,A. W. Jackson,B. Henderson,J. Robinson,A. M. Ellsworth,H. Bradford,Robinson,Alexander Smith,H. B. Stowe,Julius Caesar,Kelly,Kane,Moses,Lewis Overton,Sherman
13,1855.CA-11.20.SACR.txt,1856.CA-12.09.SACR.txt,1865.CA-10.25.SACR.txt,G. Barbadoes,Barbadoes,Bacon,Hubbard,Hughes,William Queen,J. Peterson,Ed,A. Jackson,E. Waters,James Butler,Henry Cornish,Yates,Jacob,J. H. Townsend,Collins,J. Smith,David Lewis,Townsend,Phelps,R. Banks,George W. Gordon,Harper,Moore,M. W. Gibbs,Jefferson,George Iii,Emmet,Rogers,Hall,Stokes,Handy,Wm. Robinson,J. B. Sanderson,John Freeman,Sanderson,Hatton,J. E. Brown,Jacob Francis,E. P. Duplex,William H. Thomas,John Butler,William Quinn,Peter Blackstone,George W. Booth,John G. Wilson,Thomas Detter,H. M. Collins,W. H. Newby,J. P. Dyer,D. W. Ruggles,F. G. Barbadoes,T. M. D. Ward,D. P. Stokes,J. J. Moore,Peter Anderson,W. D. Moses,Alfred J. White,John H. Morris,Newby,Ward,Alexander,Sutter,John J. Moore,Ruggles,J. H. Morris,W. Booth,D. Carter,Amador,Newport F. Henry,Samuel Kunee,Solano,J. Moore,El Dorado,E. R. Phelps,C. H. Mcdougall,J. Francis,R. A. Hall,Wm. H. Hall,W. H. Hall,Mariposa,I. P. Gibbs,W. H. Harper,Napa,H. Hall,H. Newby,P. Anderson,J. Brown,G. Brooks,James Howard,George W. Johnson,Benjamin Franklin,Roger B. Taney,Bates,O'Connell,G. W. Smith
14,1863.KS-10.13.LEAV.txt,John Lewis,Henderson,John Turner,Leavenworth
15,1864.NY-10.04.SYRA.txt,1866.PA-08.08.PITT.txt,1867.DC-01.28.WASH.txt,1868.PA-08.11.WILL.txt,Benj,Thos,Bill,Chester,James Needham,James F. Murray,J.W. Loguen,Samuel Harrison,Crummill,Davis,Wm. W. Brown,Enoch Moore,Henry Highland Garnet,William Douglass,Lee,George W. Goines,Daniel Williams,David B. Bowser,Blair,Gibbs,Catto,E. Weaver,Wm. F. Johnson,W.P. Newman,George B. Vashon,J.W.C. Pennington,Leonard Grimes,Nelson,David Brown,Carter,Lewis H. Putnam,Jonathan C. Gibbs,P. W. Ray,Peter W. Ray,Lawrence,John S. Rock,James H. Wilson,Jacob C. White,Davis D. Turner,Aaron L. Still,Abram J. Morrison,R.H. Cain,J.B. Smith,John A. Andrew,J.C. Gibbs,P. B. Randolph,Robert Hamilton,P.B. Randolph,George L. Ruffin,Elisha Weaver,Thomas H. Cooper,Alfred M. Green,P.N. Judah,Joseph C. Bustill,Octavius V. Catto,William Nesbit,Joseph A. Nelson,Abraham Smith,Morris Henderson,J.M. Langston,G.B. Vashon,J. Houston,Jefferson Davis,Grant,J.C. White,O.V. Catto,B. Vashon,J.C. Bustill,J.T. Rapier,Payne
16,1865.CT-06.06.NEWH.01.txt,1867.DC-01.10.WASH.txt,Morse,Ebenezer D. Bassett,Howard Day,Omeka,W. Julian
17,1865.NC-09.29.RALE.01.txt,1865.NC-09.29.RALE.02.txt,1865.NC-09.29.RALE.txt,1865.NC-11.29.RALE.txt,1866.TN-09.01.NASH.txt,1872.PA-08-31.HARR.txt,J. Harris,Brooks,Sumner,Warren,Franklin,Horace Greeley,Galloway,Fisk,Jas,Wayne,W.,Sampson,Newbern,Chase,John Good Of Newbern,J.W. Hood,Craven,J.H. Harris,J.P. Shooks,John Randolph,W. Cawthorn,J.R. Caswell,Alex. Bass,Eliphalet Whittlesey,Holden,Ruger,J.A. Harris,Greeley,E.S.,Alexander Bass,Draven,Edgecomb,Gates,Robeson,Pitt,Harnett,Granville,Caswell,Bertie,George A. Rue,Isaac Sweet,John R. Gove,Whittlesey,Clapp,Wm. H. Coleman,Coleman,Mr. J.H. Harris,Bass,Rock,Stevens,Rue,M. E. Church,J. R. Caswell,D. Forten
18,1866.KS-10.17.LAWR.txt,A. Johnson,John Johnson,H. Robinson,Hiram Johnson
19,1866.NY-01.01.ALBA.txt,1868.MD-08.05.BALT.txt,Anthony,Peyton Harris,William Howard Day,Wagner,Milliken
20,1868.IA-02.12.DESM.txt,Clinton,Davenport,Kinney,A. Clark,Alexander Clark,D. Miller
21,1869.GA-11.01.MACO.txt,Arthur
22,1870.NY-10.01.SYRA.txt,H.H. Garnett,S. Baltimore
23,1871.KY-01.01.FRAN.txt,Roberts,George,Turpin,Anderson,Hicks,Simms,William Parker,Cooper
