cluster,members
0,1830.PA-09.24.PHIL.txt,1831.PA-06.06.PHIL.txt,1832.PA-06.04.PHIL.txt,1833.PA-06.03.PHIL.txt,1834.NY-06.02.NEWY_ADDRESS.txt,1834.NY-06.02.NEWY_MINUTES.txt,1879.TX-07.02.HOUS.txt,Cyrus Black,Junius C. Morel,James Cornish,Allen,Richard Allen,Belfast Burton,Robert Cowley,Peter Gardiner,Charles H. Leveck,Frederick A. Hinton,Austin Steward,C. Augustus,George C. Willis,Alfred Niger,Hezekiah Grice,Abraham D. Shad,Wm. Duncan,Robert Brown,John Bowers,Richard Howell,James P. Walker,Samuel Todd,Sampson Peters,Anthony Campbell,Rob,William Whipper,John P. Thompson,James Johnson,John P. Burr,Porter,Joseph Cassey,James Bird,Abraham Williams,Daniel B. Brownhill,Charles W. Gardner,Thomas Butler,Joshua Brown,Wm. Whipper,Henry Sipkins,L. Jennings,Wm. Hamilton,James Pennington,W. Miller,Charles W. Gardiner,Morel,Cowley,Jennings,S. S. Jocelyn,Arthur Tappan,Benjamin Lundy,William L. Garrison,Thomas Shipley,Jocelyn,Tappan,Garrison,New-Haven,Samuel E. Cornish,Robert Roberts,James G. Barbadoes,Samuel Snowden,Peter Williams,Thomas Downing,Peter Voglesang,Robert Douglass,James Forten,Robert Purvis,Thomas Green,Samuel G. Mathews,Isaac Whipper,Samuel Hiner,John Creed,Alexander C. Luca,Willis Jones,Peter Spencer,Jacob Morgan,Benjamin Latimore,Schuyler,Francis March,Arthur Waring,Isaac Carey,Charles Butler,Carlisle,Dennis Berry,John B. Vashon,Abraham Lewis,Charles Anderson,Adam Ray,Leonard Scott,Thomas L. Jennings,Scipio C. Augustus,John Liverpool,Butler,F. A. Hinton,J. C. Morel,William Hamilton,Joseph Burton,Samuel Elliott,Thomas Banks,Hosea Easton,Nathan Johnson,Sipkins,Abraham,Gurley,Vashon,Peck,Hiner,Easton,Patterson,Evan Lewis,Cor,Peter Osborn,Robt,J. B. Vashon,George Johnson,Stephen H. Gloucester,Simeon S. Jocelyn,T. L. Jennings,Harrison,Cornish,Charles Morton,Henry Thompson,Gardner,Simmons,H. Foster,C. Munroe,John Kelly,Hinton,William Lloyd Garrison,Whipper,Dennison,Lloyd Garrison,Aid-De-Camp,Samuel C. Hutchins,J,William Brewer,Wilkesbarre,James C. Matthews,Henry Ogden,Peter Hubbard,Luke Lathrop,Thomas L. Jinnings,David Ruggles,Charles Smith,John G. Stewart,Spywood,Purvis,Wm. Lewis,George Spywood,Henry C. Thompson,Crandall,Stewart,Manuel,La Fayette,Jehovah,Vallier,Great Jehovah,Raymond,Robert Jackson,George Hogarth,Henry Brown,Orange,Joshua P.B. Eddy,Eli Johnson,Samuel Van Brackle,Van Brackle,Joshua P. B. Eddy,Drayton,Eddy,Bird,Frazer,Charles Stewart,Ruby
1,1840.NY-08.18.ALBA.1.txt,1840.NY-08.18.ALBA.2.txt,1843.NY-08.15.BUFF.txt,1844.NY-09.18.SCHE-Minutes.txt,1844.NY-09.18.SCHE-Report.txt,1847.NY-11.06.TROY.txt,1850.NY-08.21.CAZE.txt,1851.NY-07.22.ALBA.txt,1854.NY-01.02.ALBA.txt,1855.CT-04-18.HART.txt,1855.NY-01.20.ALBA.txt,1855.NY-09.04.TROY.txt,1858.NY-09.14.TROY.txt,1863.NY-07.16.POUG.txt,Philip A. Bell,Bell,Johnson,P. A. Bell,Thomas Johnson,Austin Stewart,Abner H. Francis,J. W. C. Pennington,P. Johnson,William Rich,Troy,N. Y.,Lewis,A. M.,Charles S. Morton,Smith,Thompson,S. Wright,Wilson,C. B. Ray,C. L. Reason,Charles B. Ray,John J. Zuille,Charles L. Reason,Theodore S. Wright,Alexander Crummell,Frederick Olney,Ray,James W. Duffin,Henry R. Crummell,Michael Dougee,John T. Raymond,Wm. P. Johnson,Henry H. Garnet,Wm. H. Topp,Eli N. Hall,John Wendell,Armstrong Archer,Patrick H. Reason,Henry Williams,Thomas Jefferson,William H. Topp,Uriah Boston,Primus Robinson,F. Van Vranken,Stephen Myers,Richard Thompson,Henry Jackson,Henry Johnson,Benjamin Cutler,Jacob Brown,Ezekiel George,Lewis Jones,George H. Baltimore,F. Thompson,Clarence P. Seldon,Garnet,Abram Jackson,Daniel Jones,R. P. G. Wright,Francis Simson,John,Richard Sampson,Francis Dana,Francis Thompson,John Chester,Ambrose Dunbar,Thomas James,James Sharp,Augustus Washington,Willis Hodges,J. W. Duffin,P. H. Reason,A. Crummell,H. H. Garnett,E. P. Rodgers,J. Sharp,T. S. Wright,H. H. Garnet,U. Boston,P.H. Reason,E.P. Rodgers,A.H. Francis,A. Dunbar,Marah,Alex Crummell,J.N. Mars,M. Dougee,John P. Anthony,S. Myers,S. R. Ward,W. Johnson,F. Olney,W. P. Johnson,Wm. Rich,Williamsburgh,J.W. Duffin,C.B. Ray,H.H. Garnet,R.P.G. Wright,Myers,Jesus Christ,J.H. Townsend,F. Douglass,W. W. Brown,B. Ray,R. Francis,A.G. Beman,Amos G. Beman,H. Johnson,Fred,A. G. Beman,H. W. Johnson,Ralph Francis,R. H. Johnson,George Weir,A. M. Sumner,Wright,J. N. Gloucester,J. W. Loguen,W.W. Brown,P. Harris,C. Nell,Beman,James Hall,Peter Hornbeck,James H. Henderson,William P. Powell,William P. Johnson,W. Gordon,J. Mccune Smith,R. Johnson,Jeremiah Powers,James M'Cune Smith,Rich,James H. Davis,William G. Allen,Topp,Wm. P. Mcintyre,Lewis Jackson,H. Topp,Seth,Wm H. Topp,E. N. Hall,Amos Gerry Beman,E. V. Clark,Hodges,W. H. Topp,God,Gerrit Smith,Goodell,Loguen,Daniel Webster,Greene,Richard Wright,Henry Hicks,J. N. Still,Tompkins,W. Rich,George Walker,Washington Hunt,Edwin D. Morgan,Daniel,Edward V. Clark,Wm. J. Wilson,Duffin,Watkins
2,1841.ME-10.06.PORT.01.txt,1841.ME-10.06.PORT.txt,Wesley,Whitefield,A.N. Freeman,J.W. Lewis,A.W. Niles
3,1841.ME-10.06.PORT.02.txt,1843.MA-08.03.SALE.txt,1848.PA-12.13.HARR.txt,1849.CT-09.12.NEWH.txt,1852.MD-07.27.BALT.txt,1853.NY-07.06.ROCH.txt,1854.CT-09.27.MIDD.txt,1854.MA-01.02.BOST.txt,1855.PA-10.16.PHIL.txt,1858.MA-08.01.NEWB.txt,1858.ON-05.08.CHAT.txt,1865.MA-12.20.BOST.txt,1865.NJ-07.13.TREN.txt,N. J.,Pennington,P. M.,Lewis Woodson,Abraham D. Shadd,Richard Johnson,Douglass,Geo,James W. C. Pennington,W. Whipper,Charles L. Remond,Stephen Smith,Remond,Shadd,Gray,Freeman,Williams,Downing,Junius C. Morell,Elimus P. Rogers,A. Washington,Sexton,E. P. Rogers,A. N. Freeman,J. W. Lewis,Amos N. Freeman,John W. Lewis,Stephen Myres,Niles,Scott,Christ,Talbot,Caroline,Gardiner,Jesus,James,N. Jersey,James J. G. Bias,A. D. Shadd,C. W. Gardiner,Crummell,J. J. G. Bias,Adams,Sam,Wm. Douglass,John C. Bowers,Robert Jones,Daniel Koburn,Joshua Woodland,Randolph,William Jackson,Gideon Lewis,Alex. Crummell,Jno,M. R. Delany,R. Thomas,Frederick Douglass,Chas,C.L. Remond,Weir,Morris,C. L. Remond,L. Remond,James Mccune Smith,Ulysses B. Vidal,Wm. C. Nell,R. D. Kenny,William C. Nell,Leonard Collins,Lewis Hayden,L. Collins,W. C. Nell,Nell,George T. Downing,Kenney,Hayden,J. C. Bowers,Samuel Van Brakle,Francis A. Duterte,John F. Williams,Jesse Bolden,Woodson,Wm. Jones,Bowers,Mansfield,Martin,D. B. Bowser,Isaac Cross,Jehiel C. Beman,Samuel T. Gray,A. J. Morrison,Leverett C. Beman,George W. Francis,Edward Galpin,J. C. Beman,G. W. Francis,Henry A. Thompson,J. S. Rock,George W. Clark,James M. Williams,John N. Still,Walker,Williamson,Harriet Beecher Stowe,Stowe,Robert Morris,L. A. Grimes,Wm. C. Munroe,William J. Wilson,W. J. Watkins,T. Downing,Fredrick Douglass,Lewis H. Nelson,W. J. Wilson,Mccune Smith,J. J. Simons,Hudson,Wm. J. Watkins,William J. Watkins,Jane Johnson,Isaiah,Passmore Williamson,Samuel Williams,R. I.,Taney,William Wells Brown
4,1842.IN-07.17.INDI.txt,1865.IN-10.24.INDI.txt,Tyler,J. G. Britton,John G. Britton,T. Roberts,N. Morgan
5,1843.MI-10.26.DETR.txt,1857.IA-01.05.MUSC.txt,1867.PA-01.08.PHIL.02.txt,1871.TN-02.22.NASH.txt,1879.TN-05.06.NASH.txt,1883.KY-09.24.LOUI.txt,1895.TX-05.23.HOUS.txt,Robert Johnson,Andrew Jackson,Thomas,Theo,Robertson,John Brown,H. Jackson,James Holland,J. Lewis,W. C. Monroe,J. W. Brooks,Marshall,Robert Allen,Henry Bibb,R. Allen,R. Gordon,Green,Napoleon,Calhoun,Gordon,William Wilberforce,Philip S. Foner,D. Lewis,Watson,J. W. Randolph,Garnett,Spence,Mason,Bowser,D. C.,H. Walker,Parker,Augusta,M. D.,Gaines,Norman,Grimes,Adam,Putnam,James Lewis,Montgomery,Thomas Gibbs,William Still,Miller,Richardson,Harlan,Sergt,Abraham Lincoln,Wm. Butler,Reynolds,James Smith,Charles Sumner,Lincoln,Robert Caldwell,W.D. Matthews,William D. Matthews,George D. Johnson,Stephens,Stevenson,Dixon,W. F. Anderson,Samuel Lowery,U. S. Grant,W. F. Yardley,Knox,N. W. Cuney,Cromwell,Noah
6,1845.NY-09.08.GENE.txt,Jackson,Perry,William W. Brown,Wm. H. Seward,William H. Seward
7,1848.OH-09.06.CLEV.txt,John Peck,Francis,A. H. Francis,G. W. Tucker,John Lyle,Harris,C.H. Langston,Cox,Delany,Sanford
8,1849.NJ-08.21.TREN.txt,Van Rensselaer,Horn
9,1850.OH-01.09.COLU.txt,1851.OH-01.15.COLU-b.txt,1851.OH-01.15.COLU.txt,1856.OH-01.16.COLU.txt,1857.OH-01.21.COLU.txt,1867.OH-01.16.CINC.txt,1867.PA-01.08.PHIL.01.txt,Brown,Jenkins,John Watson,Whitfield,Taylor,John Williams,Christopher Greene,David Jenkins,J. Malvin,D. Jenkins,Malvin,Shelby,John Jackson,L. Harper,C. H. Langston,William H. Day,Justin Holland,Thomas Brown,J. L. Watson,J. M. Langston,W. H. Day,Copeland,J. Lott,Langston,Ross,Paul,Peter,Charles Williams,L. D. Taylor,C. A. Yancy,J. Purnell,J. Mercer Langston,H. F. Douglass,A. Yancy,S. Jones,W. P. Morgan,J. H. Johnson,W. H. Burnham,J. Poindexter,J. Booker,J. M. Brown,J. Freeland,John Mercer Langston,Pike,Morgan,Day,J. Watson,Burnham,J. Jackson,John Booker,Lewis Adams,Samuel Jones,L. W. Miner,A. R. Green,V. William H. Day,Wm. H. Burnham,John Quincy Adams,Kent,Henry Clay,Charles,Webster,Seward,Noyes,Jenks,Bey,Wm. Allen,Baldwin,Saml,Charles H. Langston,H. Ford Douglass,W. Hurst Burnham,James Poindexter,John T. Ward,William Walden,W. Howard Day,Joseph Henry Perkins,John I. Gaines,J. T. Ward,J. Mcc,H. Langston,Bunker Hill,J. I. Gaines,Perkins,Esther,Horace Mann,Saxon,John Wesley,Peter H. Clark,Henry,Franklin Pierce,P. H. Clark,J. H. Harris,Isham Martin,Granville Foster,C. D. Williams,John Malvin,John M. Langston,Bryant,Solomon G. Brown
