Person,Count,Year,Place,filename
J.W. Allen_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
Bishop Allen_PERSON,2,1830,PA,1830.PA-09.24.PHIL.txt
Cyrus Black_PERSON,2,1830,PA,1830.PA-09.24.PHIL.txt
Junius C. Morel_PERSON,5,1830,PA,1830.PA-09.24.PHIL.txt
Benjamin Paschall_PERSON,2,1830,PA,1830.PA-09.24.PHIL.txt
James Cornish_PERSON,2,1830,PA,1830.PA-09.24.PHIL.txt
Richard Allen_PERSON,7,1830,PA,1830.PA-09.24.PHIL.txt
Belfast Burton_PERSON,5,1830,PA,1830.PA-09.24.PHIL.txt
Robert Cowley_PERSON,2,1830,PA,1830.PA-09.24.PHIL.txt
Wm. S. Whipper_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
Peter Gardiner_PERSON,2,1830,PA,1830.PA-09.24.PHIL.txt
John Allen_PERSON,2,1830,PA,1830.PA-09.24.PHIL.txt
James Newman_PERSON,2,1830,PA,1830.PA-09.24.PHIL.txt
Charles H. Leveck_PERSON,2,1830,PA,1830.PA-09.24.PHIL.txt
Frederick A. Hinton_PERSON,2,1830,PA,1830.PA-09.24.PHIL.txt
Austin Steward_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
Jos. Adams_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
George L. Brown_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
C. Augustus_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
George C. Willis_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
Alfred Niger_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
James Deavour_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
Hezekiah Grice_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
Aaron Willoon_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
Abraham D. Shad_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
Arthur M. Waring_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
Wm. Duncan_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
James West_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
Robert Brown_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
William Rogers_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
John Bowers_PERSON,2,1830,PA,1830.PA-09.24.PHIL.txt
Richard Howell_PERSON,2,1830,PA,1830.PA-09.24.PHIL.txt
Daniel Peterson_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
Charles Shorts_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
Leven Williams_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
James P. Walker_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
John Robinson_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
Samuel Todd_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
John Arnold_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
Sampson Peters_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
Anthony Campbell_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
Don Carolos Hall_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
Rob_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
Brown_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
Daniel D. Brownhill_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
William Whipper_PERSON,2,1830,PA,1830.PA-09.24.PHIL.txt
John P. Thompson_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
Samuel D. Potts_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
James Johnson_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
John P. Burr_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
Scipio Sewell_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
Porter_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
Joseph Cassey_PERSON,2,1830,PA,1830.PA-09.24.PHIL.txt
Shedrich Basset_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
James Gibson_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
Jeremiah Bowser_PERSON,2,1830,PA,1830.PA-09.24.PHIL.txt
Richard B. Johnson_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
Henry Beckett_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
Peter Mcneal_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
James Bird_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
Abraham Williams_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
Daniel B. Brownhill_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
John B. Sammons_PERSON,2,1830,PA,1830.PA-09.24.PHIL.txt
Charles W. Gardner_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
Thomas Butler_PERSON,2,1830,PA,1830.PA-09.24.PHIL.txt
Messrs.Samuel Nickels_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
William James_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
Thomas Channock_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
William C. West_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
Robert Johnson_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
Joshua Brown_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
Edward Johnson_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
G. Laws_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
Samuel Combegy_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
John Dutton_PERSON,1,1830,PA,1830.PA-09.24.PHIL.txt
Belfast Burton_PERSON,3,1831,PA,1831.PA-06.06.PHIL.txt
William Whipper_PERSON,3,1831,PA,1831.PA-06.06.PHIL.txt
John Bowers_PERSON,6,1831,PA,1831.PA-06.06.PHIL.txt
James Cornish_PERSON,2,1831,PA,1831.PA-06.06.PHIL.txt
Junius C. Morel_PERSON,5,1831,PA,1831.PA-06.06.PHIL.txt
Wm. Whipper_PERSON,2,1831,PA,1831.PA-06.06.PHIL.txt
Wm. Miller_PERSON,2,1831,PA,1831.PA-06.06.PHIL.txt
Henry Sipkins_PERSON,2,1831,PA,1831.PA-06.06.PHIL.txt
L. Jennings_PERSON,3,1831,PA,1831.PA-06.06.PHIL.txt
Wm. Hamilton_PERSON,2,1831,PA,1831.PA-06.06.PHIL.txt
James Pennington_PERSON,2,1831,PA,1831.PA-06.06.PHIL.txt
Abner Coker_PERSON,2,1831,PA,1831.PA-06.06.PHIL.txt
Robert Cowley_PERSON,3,1831,PA,1831.PA-06.06.PHIL.txt
Abraham D. Shad_PERSON,3,1831,PA,1831.PA-06.06.PHIL.txt
Peter Gardiner_PERSON,2,1831,PA,1831.PA-06.06.PHIL.txt
Wm. Duncan_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
W. Miller_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
William Duncan_PERSON,3,1831,PA,1831.PA-06.06.PHIL.txt
Willliam Whipper_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Charles W. Gardiner_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Samuel Todd_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Morel_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Duncan_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Cowley_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Jennings_PERSON,3,1831,PA,1831.PA-06.06.PHIL.txt
S. S. Jocelyn_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Arthur Tappan_PERSON,2,1831,PA,1831.PA-06.06.PHIL.txt
Benjamin Lundy_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
William L. Garrison_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Thomas Shipley_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Charles Pierce_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Jocelyn_PERSON,3,1831,PA,1831.PA-06.06.PHIL.txt
Tappan_PERSON,2,1831,PA,1831.PA-06.06.PHIL.txt
Garrison_PERSON,3,1831,PA,1831.PA-06.06.PHIL.txt
New-Haven_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Samuel E. Cornish_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Hosea Reiston_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Robert Roberts_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
James G. Barbadoes_PERSON,2,1831,PA,1831.PA-06.06.PHIL.txt
Samuel Snowden_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Peter Williams_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Philip Bell_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Thomas Downing_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Peter Voglesang_PERSON,2,1831,PA,1831.PA-06.06.PHIL.txt
Joseph Cassey_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Robert Douglass_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
James Forten_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Richard Howell_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Robert Purvis_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Thomas Green_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
James P. Walker_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Samuel G. Mathews_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Isaac Whipper_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Samuel Hiner_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Biars Stanley_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
John Creed_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Alexander C. Luca_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
L. I. -- Jacob Deyes_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Henry Thomson_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Willis Jones_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Peter Spencer_PERSON,2,1831,PA,1831.PA-06.06.PHIL.txt
Jacob Morgan_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
William S. Thomas_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Benjamin Latimore_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Schuyler_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Francis March_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
D. C. -- William Jackson_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Arthur Waring_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Isaac Carey_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Charles Butler_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Jared Grey_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Carlisle_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
John Peck_PERSON,2,1831,PA,1831.PA-06.06.PHIL.txt
Rowland G. Roberts_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Dennis Berry_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
John B. Vashon_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Lewis Gardiner_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Abraham Lewis_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
N. J._PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Peter Petitt_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Charles Anderson_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Adam Ray_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Sampson Peters_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Leonard Scott_PERSON,2,1831,PA,1831.PA-06.06.PHIL.txt
Frederick A. Hinton_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Joseph Casey_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Charles H. Leveck_PERSON,2,1831,PA,1831.PA-06.06.PHIL.txt
Thomas L. Jennings_PERSON,2,1831,PA,1831.PA-06.06.PHIL.txt
Henry H. Mondy_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Abner Cocker_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
George C. Willis_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Alfred Niger_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
William Wormley_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
John W. Prout_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
James Wilkins_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Scipio C. Augustus_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Charles Hatfield_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
John Liverpool_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
John P. Thompson_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Shipley_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Lundy_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Peirce_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Long-Island_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Lewis G. Wells_PERSON,1,1831,PA,1831.PA-06.06.PHIL.txt
Benj_PERSON,5,1832,PA,1832.PA-06.04.PHIL.txt
Paschal_PERSON,7,1832,PA,1832.PA-06.04.PHIL.txt
Butler_PERSON,2,1832,PA,1832.PA-06.04.PHIL.txt
C. Matthews_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
John Bowers_PERSON,11,1832,PA,1832.PA-06.04.PHIL.txt
Junius C. Morel_PERSON,9,1832,PA,1832.PA-06.04.PHIL.txt
Charles W. Gardner_PERSON,6,1832,PA,1832.PA-06.04.PHIL.txt
John B. Vashon_PERSON,6,1832,PA,1832.PA-06.04.PHIL.txt
Benjamin Paschal_PERSON,14,1832,PA,1832.PA-06.04.PHIL.txt
William Whipper_PERSON,8,1832,PA,1832.PA-06.04.PHIL.txt
F. A. Hinton_PERSON,5,1832,PA,1832.PA-06.04.PHIL.txt
J. C. Morel_PERSON,6,1832,PA,1832.PA-06.04.PHIL.txt
Carlisle_PERSON,2,1832,PA,1832.PA-06.04.PHIL.txt
John Peck_PERSON,16,1832,PA,1832.PA-06.04.PHIL.txt
Samuel Johnson_PERSON,6,1832,PA,1832.PA-06.04.PHIL.txt
William Hamilton_PERSON,8,1832,PA,1832.PA-06.04.PHIL.txt
Henry Sipkins_PERSON,5,1832,PA,1832.PA-06.04.PHIL.txt
Thomas L. Jennings_PERSON,13,1832,PA,1832.PA-06.04.PHIL.txt
Philip A. Bell_PERSON,7,1832,PA,1832.PA-06.04.PHIL.txt
James Pennington_PERSON,7,1832,PA,1832.PA-06.04.PHIL.txt
Joseph Burton_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
William Johnson_PERSON,2,1832,PA,1832.PA-06.04.PHIL.txt
Jacob Morgan_PERSON,2,1832,PA,1832.PA-06.04.PHIL.txt
Peter Gardiner_PERSON,2,1832,PA,1832.PA-06.04.PHIL.txt
D. Shad_PERSON,2,1832,PA,1832.PA-06.04.PHIL.txt
Samuel Elliott_PERSON,2,1832,PA,1832.PA-06.04.PHIL.txt
Robert Cowley_PERSON,8,1832,PA,1832.PA-06.04.PHIL.txt
Samuel Hiner_PERSON,2,1832,PA,1832.PA-06.04.PHIL.txt
Thomas D. Coxsin_PERSON,9,1832,PA,1832.PA-06.04.PHIL.txt
Thomas Banks_PERSON,2,1832,PA,1832.PA-06.04.PHIL.txt
Aaron Roberts_PERSON,3,1832,PA,1832.PA-06.04.PHIL.txt
Hosea Easton_PERSON,7,1832,PA,1832.PA-06.04.PHIL.txt
Nathan Johnson_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Paul Drayton_PERSON,4,1832,PA,1832.PA-06.04.PHIL.txt
Scipio C. Augustus_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Ichabod Northrop_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Frederick A. Hinton_PERSON,7,1832,PA,1832.PA-06.04.PHIL.txt
Charles H. Leveck_PERSON,2,1832,PA,1832.PA-06.04.PHIL.txt
Sipkins_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
C. W. Gardner_PERSON,6,1832,PA,1832.PA-06.04.PHIL.txt
John Dowers_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
L. Jennings_PERSON,4,1832,PA,1832.PA-06.04.PHIL.txt
R. R. Gurley_PERSON,3,1832,PA,1832.PA-06.04.PHIL.txt
Brackenridge_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Pennington_PERSON,5,1832,PA,1832.PA-06.04.PHIL.txt
Gurley_PERSON,3,1832,PA,1832.PA-06.04.PHIL.txt
Hamilton_PERSON,4,1832,PA,1832.PA-06.04.PHIL.txt
Bell_PERSON,2,1832,PA,1832.PA-06.04.PHIL.txt
Wm. Hamilton_PERSON,4,1832,PA,1832.PA-06.04.PHIL.txt
T. D. Coxsin_PERSON,2,1832,PA,1832.PA-06.04.PHIL.txt
Wm. Whipper_PERSON,8,1832,PA,1832.PA-06.04.PHIL.txt
Abraham D. Shad_PERSON,2,1832,PA,1832.PA-06.04.PHIL.txt
Wm. Lloyd Garrison_PERSON,3,1832,PA,1832.PA-06.04.PHIL.txt
Vashon_PERSON,4,1832,PA,1832.PA-06.04.PHIL.txt
Thomas Shipley_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Coxsin_PERSON,4,1832,PA,1832.PA-06.04.PHIL.txt
Jennings_PERSON,2,1832,PA,1832.PA-06.04.PHIL.txt
Johnson_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Peck_PERSON,4,1832,PA,1832.PA-06.04.PHIL.txt
Cowley_PERSON,3,1832,PA,1832.PA-06.04.PHIL.txt
Morel_PERSON,2,1832,PA,1832.PA-06.04.PHIL.txt
Elliot_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Roberts_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Hiner_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
A. D. Shad_PERSON,2,1832,PA,1832.PA-06.04.PHIL.txt
Easton_PERSON,2,1832,PA,1832.PA-06.04.PHIL.txt
Patterson_PERSON,2,1832,PA,1832.PA-06.04.PHIL.txt
Garrison_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Evan Lewis_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Andrew Jackson_PERSON,2,1832,PA,1832.PA-06.04.PHIL.txt
Thos_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Jackson_PERSON,3,1832,PA,1832.PA-06.04.PHIL.txt
Jolin B. Vashon_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
C. W Gardner_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
T. Coxsin_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Henrv Slpkins_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Cor_PERSON,7,1832,PA,1832.PA-06.04.PHIL.txt
G. Barbadoes_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
V. P. -- H. H. Mauday_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
C. Willis_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Alfred Niger_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
C. Augustus_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Peter Osborn_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
John Liverpool_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Abner Crocker_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Peter Spencer_PERSON,2,1832,PA,1832.PA-06.04.PHIL.txt
Richard Allen_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Cyrus Black_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Benjamin Pascal_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
James E. Cornish_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Benjamin Lundy_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
D. Coxsin_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
J.C. Morel_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Robt_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
P. A. Bell_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
J. B. Vashon_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
B. Paschal_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Robert Brown_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Thomas Butler_PERSON,2,1832,PA,1832.PA-06.04.PHIL.txt
C. Mathews_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
George Johnson_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
James Bird_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Wm. C. West_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Stephen H. Gloucester_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Simeon S. Jocelyn_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
T. L. Jennings_PERSON,2,1832,PA,1832.PA-06.04.PHIL.txt
Harrison_PERSON,2,1832,PA,1832.PA-06.04.PHIL.txt
S. S. Jocelyn_PERSON,2,1832,PA,1832.PA-06.04.PHIL.txt
Jocelyn_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Samuel E. Cornish_PERSON,5,1832,PA,1832.PA-06.04.PHIL.txt
K. A. Hinton_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Cornish_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Peter Wiliams_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Peter Voglesang_PERSON,2,1832,PA,1832.PA-06.04.PHIL.txt
Arthur Tappan_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Peter Williams_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Thomas Downing_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Benjamin Latimore_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Charles Morton_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Francis March_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Jacob Deyes_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Henry Thompson_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Willis Jones_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Thomas Johnson_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
John Potter_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Joseph Cassey_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Robert Douglass_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
James Forten_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Robert Purvis_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Gardner_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Abraham Lewis_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Lewis Woodson_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Charles Butler_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Simmons_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Roland G. Robinson_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Dennis Berry_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Robert Roberts_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
James G. Barbadoes_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Samuel Snowden_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Charles K. Kook_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Morris Anderson_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Richard C. Johnson_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
H. Foster_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
C. Munroe_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
John Creed_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Alexander C. Lucas_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
J. C. Bemen_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Joseph Gilbert_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Robert Henson_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
James C. Cowes_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
John Barclay_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Peter Petit_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Charles Anderson_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Adam Ray_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
John Kelly_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Thomas Green_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
James P. Walker_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Samuel G. Mathews_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Isaac Whipper_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Wm. S. Thomas_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Arthur Waring_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Isaac Carey_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Kennedy_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Hinton_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
P. Drayton_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
William L. Garrison_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Austin Stewart_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Grice_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Hezekiah Grice_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Bill_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
William Lloyd Garrison_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
W. Gardner_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Whipper_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Thomas Wiliiams_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
J. G. Smith_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Thornas D. Coxsin_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Barbour_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Dennison_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Lloyd Garrison_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Aid-De-Camp_PERSON,1,1832,PA,1832.PA-06.04.PHIL.txt
Frederick A. Hinton_PERSON,6,1833,PA,1833.PA-06.03.PHIL.txt
